RowNames	MMRS11288076ST.27.0.0	MMRS11664448ST.27.0.0	MMRS11932626ST.27.0.0	MMRS12272136ST.27.0.0	MMRS14379078ST.27.0.0	MMRS14602194ST.27.0.0	MMRS15137911ST.27.0.0	MMRS16644320ST.27.0.0	MMRS17603756ST.27.0.0	MMRS17963147ST.27.0.0	MMRS18295921ST.27.0.0	MMRS20257302ST.27.0.0	MMRS21365932ST.27.0.0	MMRS24340226ST.27.0.0	MMRS25211151ST.27.0.0	MMRS25641480ST.27.0.0	MMRS29805707ST.27.0.0	MMRS31306426ST.27.0.0	MMRS32573774ST.27.0.0	MMRS33294861ST.27.0.0	MMRS34525504ST.27.0.0	MMRS34569532ST.27.0.0	MMRS35808664ST.27.0.0	MMRS36405092ST.27.0.0	MMRS38861560ST.27.0.0	MMRS38954404ST.27.0.0	MMRS39415781ST.27.0.0	MMRS39582183ST.27.0.0	MMRS40913371ST.27.0.0	MMRS41266697ST.27.0.0	MMRS41711735ST.27.0.0	MMRS42570301ST.27.0.0	MMRS42780924ST.27.0.0	MMRS43563715ST.27.0.0	MMRS43939546ST.27.0.0	MMRS44197125ST.27.0.0	MMRS44203591ST.27.0.0	MMRS44587603ST.27.0.0	MMRS47662059ST.27.0.0	MMRS47685461ST.27.0.0	MMRS48639115ST.27.0.0	MMRS51307502ST.27.0.0	MMRS51410669ST.27.0.0	MMRS51728985ST.27.0.0	MMRS51737257ST.27.0.0	MMRS54246132ST.27.0.0	MMRS54316675ST.27.0.0	MMRS55294627ST.27.0.0	MMRS56137463ST.27.0.0	MMRS57276462ST.27.0.0	MMRS57569834ST.27.0.0	MMRS59699117ST.27.0.0	MMRS61683006ST.27.0.0	MMRS62192467ST.27.0.0	MMRS62376181ST.27.0.0	MMRS62666492ST.27.0.0	MMRS64281211ST.27.0.0	MMRS64281551ST.27.0.0	MMRS65205033ST.27.0.0	MMRS65742083ST.27.0.0	MMRS65862658ST.27.0.0	MMRS65945127ST.27.0.0	MMRS66868025ST.27.0.0	MMRS67096717ST.27.0.0	MMRS67247116ST.27.0.0	MMRS67690541ST.27.0.0	MMRS68630931ST.27.0.0	MMRS68910755ST.27.0.0	MMRS71238091ST.27.0.0	MMRS71762412ST.27.0.0	MMRS72802364ST.27.0.0	MMRS72980899ST.27.0.0	MMRS73787048ST.27.0.0	MMRS77018926ST.27.0.0	MMRS77321055ST.27.0.0	MMRS77487595ST.27.0.0	MMRS78791111ST.27.0.0	MMRS79893829ST.27.0.0	MMRS80093644ST.27.0.0	MMRS81130264ST.27.0.0	MMRS81135225ST.27.0.0	MMRS81194191ST.27.0.0	MMRS81671217ST.27.0.0	MMRS84085284ST.27.0.0	MMRS84159866ST.27.0.0	MMRS84954772ST.27.0.0	MMRS85382779ST.27.0.0	MMRS85438660ST.27.0.0	MMRS85548821ST.27.0.0	MMRS86168210ST.27.0.0	MMRS86178473ST.27.0.0	MMRS86958796ST.27.0.0	MMRS87723283ST.27.0.0	MMRS88581325ST.27.0.0	MMRS90191266ST.27.0.0	MMRS91297590ST.27.0.0	MMRS92544445ST.27.0.0	MMRS92546335ST.27.0.0	MMRS92727331ST.27.0.0	MMRS93508324ST.27.0.0	MMRS93621581ST.27.0.0	MMRS94549160ST.27.0.0	MMRS95277876ST.27.0.0	MMRS95479054ST.27.0.0	MMRS95674036ST.27.0.0	MMRS96422329ST.27.0.0	MMRS97052561ST.27.0.0	MMRS97307143ST.27.0.0	MMRS97327636ST.27.0.0	MMRS99045180ST.27.0.0
Bacteroides salyersiae	0	0	0	1126923	0	0	0	0	0	0	0	0	0	0	0	0	0	2294	0	0	122540	0	98079	0	0	0	0	42507	0	0	0	0	666698	0	2496905	0	0	137627	0	0	0	0	213322	0	0	62474	503152	1595109	0	401464	0	0	3385703	0	0	49683	0	0	0	0	935059	0	0	0	420812	0	0	0	0	0	0	0	0	0	0	35530	289947	817173	1511	0	2109197	0	0	0	0	2501909	0	0	0	0	0	0	0	0	437127	0	0	0	0	279394	1434462	438288	0	0	0	0	4059800	0	0	0
Bacteroides finegoldii	0	0	0	532609	0	0	0	802618	0	0	82258	0	0	0	0	0	0	4109529	31475	0	32135	0	0	64253	0	824572	0	133389	0	0	0	0	0	0	0	0	7235	147378	1314544	0	0	0	0	0	0	163621	65981	5979	0	7272	0	0	0	0	589508	328794	2758997	0	0	26411	95065	0	124872	15784	0	0	3780848	372723	0	0	0	0	0	0	0	0	0	141	0	0	3089893	141914	134660	0	0	0	2725180	7463733	0	46293	0	323341	0	43388	0	0	115773	504905	6990	104331	74648	0	0	429270	0	0	0	26330	0	0
Anaerotignum lactatifermentans	0	0	0	57271	196	0	0	0	213300	0	0	0	0	0	197500	0	0	17867	0	0	0	0	0	0	0	115	0	0	120368	491336	192315	282947	303986	2066	250123	0	133534	0	0	475663	1899	0	0	0	0	0	0	240897	0	0	188585	49499	54972	214488	757832	0	392044	0	0	0	13792	0	0	0	0	0	0	227267	415759	0	0	1479692	582420	0	0	0	3711	41625	0	130438	16272	0	0	0	0	0	0	1161254	3518	747	0	173709	0	0	0	74594	0	0	40684	0	0	0	0	0	0	0	0	0	0	155336
Brachyspira sp. CAG:700	0	0	0	30307	0	0	0	0	0	0	0	152378	0	0	0	0	0	0	0	0	0	544948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275220	0	0	0	0	0	0	0	0	0	0	0	0	46413	0	0	0	0	0	0	0	0	0	0	0	0
Oxalobacter formigenes	0	0	0	24829	0	0	0	0	0	3819	0	0	0	0	0	0	0	0	0	0	34524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35563	0	0	0	0	0	42027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20303	0	0	0	0	0	0	0	91885	101814	47307	0	0	0	50092	0	0	0
Bacteroides intestinalis	0	0	0	8240	0	0	2226924	1010	0	0	0	402219	0	0	0	0	0	0	376504	0	0	0	0	0	0	3574035	448	13594	0	0	0	1664246	0	0	0	5865	0	1492	0	0	0	70362	0	0	104044	0	28755	0	0	0	172362	0	4350183	0	0	0	0	929	0	148986	70343	0	0	0	2299	0	0	0	1457004	0	0	0	0	0	0	0	0	262443	0	0	0	0	0	12686091	0	0	0	0	0	0	0	0	0	191235	530404	0	0	40815	0	0	0	103802	24979	8522	0	0	0	0	0	0
Bacteroides faecichinchillae	0	0	0	3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	19105	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides nordii	0	0	0	1954	0	27779	0	0	0	101	20727	310	0	0	0	670	69444	876	5420	0	0	0	346	0	0	13990	0	0	0	0	0	0	0	3118	0	0	367242	0	3307	0	0	0	0	0	0	0	0	80212	23621	0	0	104684	0	0	18539	0	145231	0	0	1116	1417	0	0	0	4883	0	5385	625068	0	0	0	0	0	0	0	1485	0	0	0	0	342	0	0	0	0	1140	6574	0	0	0	0	1926	0	3301	0	0	15912	0	0	0	0	3836	0	0	0	0	0	0	0	0
Haemophilus pittmaniae	0	0	0	0	29820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6660	0	0	0	0	0	0	65439	0	0	0	0	0	0	0	0	1969	25968	0	0	0	0	9465	0	0	0	0	0	0	0	0	0	1174	0	0	0	42739	0	0	0	0	3816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella rogosae	0	0	0	0	25682	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	7270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2121	0	0	0	0	1692	0	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	0	0	0	0	0	927	0	0	0	0	0	0	0	0
Porphyromonas endodontalis	0	0	0	0	19149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas gingivalis	0	0	0	0	17041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus sp. HMSC71H05	0	0	0	0	14239	0	0	0	0	29654	0	0	0	0	3281	0	1043	0	0	0	0	0	16187	18707	0	0	0	0	0	0	0	7774	0	0	0	0	0	4921	0	0	7089	0	0	0	0	0	0	0	0	4499	0	0	1141	60483	23721	0	0	1624	7242	31673	20920	0	0	0	1419	245	0	0	3018	0	0	0	0	0	15708	0	2306	0	0	0	0	0	1693	0	0	0	48891	0	0	0	0	0	0	0	13743	0	4263	6884	0	734	0	0	14767	0	13706	0	2482	0	0	0
Veillonella tobetsuensis	0	0	0	0	13689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	0	0	0	1625	0	0	0	0	2402	0	13778	0	0	0	0	0	0	0	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5845	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sanguinis	0	0	0	0	4039	5772	27623	0	0	0	1666	0	0	4007	0	0	0	0	0	0	0	0	0	0	0	4183	2985	0	0	0	4219	0	0	0	0	0	0	0	0	0	2351	0	0	0	0	0	6255	11352	0	1855	0	0	0	2152	14209	0	0	0	0	0	0	0	0	2772	0	4932	0	0	0	0	0	0	0	0	2848	21739	0	0	18276	6790	0	0	0	0	0	0	0	9445	0	0	3566	0	0	0	0	0	0	17334	0	0	0	0	0	0	4581	0	0	0	0	0
Prevotella intermedia	0	0	0	0	3254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2108	0	0	0	0	0	0	0	0	0	0	0	61831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas lundensis	0	0	0	0	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides johnsonii	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	559245	0	0	2862	556688	0	1339	0	327199	0	0	149237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	557	0	13165	0	0	35789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6694	0	0	0	64775	0	0	0	0	0	0	0	478261	0	0	0	0	0	0	0	0
Gemella morbillorum	0	0	0	0	851	0	0	0	0	0	2960	0	0	0	0	0	0	0	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	159299	0	0	0	0	2634	0	0	0	0	0	47440	0	0	0	0	0	0	2262	0	0	0	0	449988	0	0	0	0	2930	0	0	0	0	0	0	2185	0	0	0	5756	0	0	0	0	0	0	28576	1019	0	0	0	0	0	0	0	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242023	0	0	0
Lancefieldella parvula	0	0	0	0	504	0	8529	0	0	0	2638	0	0	0	0	0	0	0	43553	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	1600	0	0	2106	0	0	0	0	0	921	0	0	0	0	0	8319	0	0	0	4570	2322	0	0	0	49878	0	0	7319	0	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0	0	2351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solobacterium moorei	0	0	0	0	295	46282	0	0	0	0	2331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2984	189255	0	0	0	0	386	0	0	0	0	0	86194	0	0	1774	0	0	0	2561	1068	0	0	0	26168	0	0	4036	0	0	0	0	0	0	0	0	33498	2535	0	0	0	0	0	0	2414	0	0	41831	4569	0	0	0	0	1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9099	0	0	0
Parabacteroides sp. CAG:409	0	0	0	0	0	1512407	0	0	0	0	0	174297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1519634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2190487	0	0	0	0	0	0	0	0	0	0	0	0	209221	0	0	1066410	0	0	0	0	0	0	0	0	0
Anaerococcus vaginalis	0	0	0	0	0	35607	107051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37592	0	0	0	0	0	0	0	10433	0	0	11423	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500806	0
Parvimonas sp. KA00067	0	0	0	0	0	28727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51176	0	0	0	0	0	0	3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122300	0	0	0
[Clostridium] methylpentosum	0	0	0	0	0	19436	7112	0	0	0	0	0	0	0	0	3750	187	0	0	1871	0	0	0	0	0	0	0	267	0	215	292	6818	0	2617	2768	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	1593	0	0	7722	0	0	0	0	0	0	0	0	0	0	756	16135	0	0	0	0	1101	0	0	0	0	2594	0	0	0	0	5308	0	0	0	0	2267	0	8603	0	0	0	0	0	0	18257	0	0	0	0	0	0	0	0	0	0	14047	0
[Clostridium] innocuum	0	0	0	0	0	14644	0	1178	4795	256	0	12235	4867	3438	19065	8314	0	0	788	0	0	0	0	2049	1507	16649	32600	0	11620	39478	38815	43967	7215	4715	15169	102038	17920	0	0	37384	313	0	0	0	15478	0	0	0	5344	0	110	12923	3307	1072695	21556	0	500432	4700	0	1206	0	561277	0	13916	0	0	14915	17425	33215	0	4498	34330	16209	0	1141	0	1378	0	40734	2961	0	17400	0	16169	0	9449	0	600816	3039	0	58009	0	1799	0	9627	9164	0	92126	0	0	1817	0	0	4221	105456	0	3500	0	52127	0
Blautia coccoides	0	0	0	0	0	14304	0	0	102	0	0	0	0	0	0	2490	0	0	0	0	0	0	0	0	0	0	0	0	1199	0	3162	0	0	4459	0	0	0	0	0	5076	0	0	0	0	0	0	0	0	0	0	0	3030	0	12376	0	0	0	0	0	0	0	74271	0	0	0	0	0	0	0	0	0	12961	0	0	0	0	0	0	0	0	0	0	0	1217	0	0	0	18744	0	0	0	0	0	0	0	0	9398	0	0	0	0	0	0	0	1395	0	0	0	43860	0
Peptoniphilus harei	0	0	0	0	0	13664	0	0	0	0	0	0	0	0	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85870	0
Streptococcus downei	0	0	0	0	0	6951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella hongkongensis	0	0	0	0	0	6547	3530	0	0	0	0	0	0	0	0	22941	0	0	1488	0	0	0	0	0	4297	0	2339	0	75	1102	7352	0	0	558	1144	0	0	0	0	0	0	0	0	0	995	0	0	9114	0	0	1321	0	0	0	0	0	2010	0	0	0	0	0	0	1641	4237	0	0	4810	1006	26496	0	57120	0	0	0	13856	0	0	0	0	0	0	0	0	0	0	0	0	8619	0	0	0	625	1168	0	0	0	0	0	4046	496	3404	0	0	0	0	0	4132	0	0
Anaerofustis stercorihominis	0	0	0	0	0	4254	18034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11864	0	11223	0	0	0	2059	0	0	36212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4790	0	0	0	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3802	21519	0	0	0	0	0	10537	0	0	0	0	0	0	0	0	0	5248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus coxii	0	0	0	0	0	3890	2700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus sp. BV3C26	0	0	0	0	0	3060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus lacrimalis	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium nucleatum	0	0	0	0	0	2190	140349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28746	24554	0	0	0	0	0	0	0	0	0	0	2413	0	0	0	0	0	0	0	0	0	0	0	48841	0	0	28335	0	0	0	0	0	0	0	2430	5016	0	0	0	0	484	0	0	0	0	0	132711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9603	0
Streptococcus gordonii	0	0	0	0	0	1850	3658	0	18192	7031	7930	0	0	4350	1561	0	0	0	2673	0	11132	0	0	0	858	0	0	0	0	0	6064	0	0	0	0	0	0	15168	0	314	0	0	0	11615	0	0	0	0	0	2046	793	0	0	18473	71708	1067	0	0	36422	0	22281	15733	0	2730	0	3808	547	0	1081	0	0	9859	0	0	8671	0	0	0	460	340	0	0	0	0	7978	0	0	54402	0	0	90184	2696	0	4571	0	0	0	8986	0	0	0	0	0	0	26861	0	0	0	0	0
Actinomyces radicidentis	0	0	0	0	0	1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia producta	0	0	0	0	0	838	14989	0	1389	2101	0	0	0	14891	1104	0	0	3165	0	0	0	0	0	5057	0	0	0	0	4510	0	0	3067	0	8834	0	0	2148	0	0	131565	0	0	0	0	0	0	0	0	0	0	0	17634	0	202873	0	0	275	0	0	0	0	584793	0	0	0	0	0	462	2282	0	0	7214	594	0	0	0	7084	0	0	146	0	0	0	2973	0	0	0	766570	0	0	16635	0	9550	0	0	0	0	0	0	0	0	0	0	0	18484	0	0	0	0	0
Cloacibacillus porcorum	0	0	0	0	0	743	3002582	0	0	0	0	28654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15773	0	0	0	0	0	577	0	0	0	0	0	0	0	235699	6902	0	0	0	0	0	0	10745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20974	0	0	0	21871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales bacterium 1_7_47FAA	0	0	0	0	0	300	4852	0	0	0	0	0	4651	0	0	0	0	0	0	0	0	0	0	0	0	0	41229	0	13066	12822	16698	34475	0	0	3846	0	0	0	0	0	0	0	0	0	2475	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41076	0	14742	116576	0	0	347	0	5904	0	1478	0	22001	0	0	0	0	1494	0	0	0	0	2552	0	0	0	0	0	0	0	0	529	0	0	0	0	0	0	0	0	0	0
Porphyromonas asaccharolytica	0	0	0	0	0	0	3913519	0	0	0	43347	0	7614	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201061	0	0	0	0	0	0	0	0	0	0	1519126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19771	0	0	11805	3709	0	0	0	92854	0	0	6091	7782	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57701	0	0	0	103583	8826583	0	68865	0
Candidatus Methanomassiliicoccus intestinalis	0	0	0	0	0	0	766701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770139	0	0	0	0	0	0	0	53702	0
Dorea sp. CAG:317	0	0	0	0	0	0	561428	0	0	85037	0	33099	24285	0	25024	47302	13152	95988	0	0	0	0	0	6699	18994	71898	88306	0	1059585	326049	0	53988	54452	219583	0	42976	0	0	0	49080	0	87424	11540	0	534896	0	0	27411	0	0	34966	72306	468767	1491025	14828	0	309426	0	0	0	22505	29922	0	0	7202	0	0	499144	62766	219193	13500	0	0	78917	0	0	0	48445	0	1866	99421	0	0	369635	0	174481	0	0	40012	0	23780	4606	8163	0	0	77524	498102	0	12407	0	58438	0	0	0	0	31486	16308	0	0	25465
Enterocloster clostridioformis	0	0	0	0	0	0	39254	0	655440	11221	0	164401	10780	38946	25214	0	0	588258	0	0	0	0	668	0	0	0	0	0	85665	16735	114791	0	3096	33167	0	0	5983	0	0	486695	0	0	0	0	5315	0	0	73956	0	0	22900	17564	0	297357	13268	0	64239	0	998	1682	1649	19720065	0	1085	5793	0	25559	108107	0	0	12805	181359	6153	0	0	0	12722	0	54643	65864	0	2297	0	145852	0	0	0	0	36947	0	30596	25356	20372	0	0	0	422110	0	0	0	0	0	0	0	17497	0	0	0	205311	243674
Dialister micraerophilus	0	0	0	0	0	0	30508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas uenonis	0	0	0	0	0	0	19209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	0	0	0	0	0	0	0	0	0	0	4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3402	45477	0	0	0
Flavonifractor sp. An10	0	0	0	0	0	0	14159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium perfringens	0	0	0	0	0	0	13623	43763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470699	0	118850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	14190	0	0	4176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3369	0	0	0	0	0
Criibacterium bergeronii	0	0	0	0	0	0	11887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2726	0	0	0	0	0	0	0	0	0	0	15112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
