RowNames	MMRS11288076ST.27.0.0	MMRS11664448ST.27.0.0	MMRS11932626ST.27.0.0	MMRS12272136ST.27.0.0	MMRS14379078ST.27.0.0	MMRS14602194ST.27.0.0	MMRS15137911ST.27.0.0	MMRS16644320ST.27.0.0	MMRS17603756ST.27.0.0	MMRS17963147ST.27.0.0	MMRS18295921ST.27.0.0	MMRS20257302ST.27.0.0	MMRS21365932ST.27.0.0	MMRS24340226ST.27.0.0	MMRS25211151ST.27.0.0	MMRS25641480ST.27.0.0	MMRS29805707ST.27.0.0	MMRS31306426ST.27.0.0	MMRS32573774ST.27.0.0	MMRS33294861ST.27.0.0	MMRS34525504ST.27.0.0	MMRS34569532ST.27.0.0	MMRS35808664ST.27.0.0	MMRS36405092ST.27.0.0	MMRS38861560ST.27.0.0	MMRS38954404ST.27.0.0	MMRS39415781ST.27.0.0	MMRS39582183ST.27.0.0	MMRS40913371ST.27.0.0	MMRS41266697ST.27.0.0	MMRS41711735ST.27.0.0	MMRS42570301ST.27.0.0	MMRS42780924ST.27.0.0	MMRS43563715ST.27.0.0	MMRS43939546ST.27.0.0	MMRS44197125ST.27.0.0	MMRS44203591ST.27.0.0	MMRS44587603ST.27.0.0	MMRS47662059ST.27.0.0	MMRS47685461ST.27.0.0	MMRS48639115ST.27.0.0	MMRS51307502ST.27.0.0	MMRS51410669ST.27.0.0	MMRS51728985ST.27.0.0	MMRS51737257ST.27.0.0	MMRS54246132ST.27.0.0	MMRS54316675ST.27.0.0	MMRS55294627ST.27.0.0	MMRS56137463ST.27.0.0	MMRS57276462ST.27.0.0	MMRS57569834ST.27.0.0	MMRS59699117ST.27.0.0	MMRS61683006ST.27.0.0	MMRS62192467ST.27.0.0	MMRS62376181ST.27.0.0	MMRS62666492ST.27.0.0	MMRS64281211ST.27.0.0	MMRS64281551ST.27.0.0	MMRS65205033ST.27.0.0	MMRS65742083ST.27.0.0	MMRS65862658ST.27.0.0	MMRS65945127ST.27.0.0	MMRS66868025ST.27.0.0	MMRS67096717ST.27.0.0	MMRS67247116ST.27.0.0	MMRS67690541ST.27.0.0	MMRS68630931ST.27.0.0	MMRS68910755ST.27.0.0	MMRS71238091ST.27.0.0	MMRS71762412ST.27.0.0	MMRS72802364ST.27.0.0	MMRS72980899ST.27.0.0	MMRS73787048ST.27.0.0	MMRS77018926ST.27.0.0	MMRS77321055ST.27.0.0	MMRS77487595ST.27.0.0	MMRS78791111ST.27.0.0	MMRS79893829ST.27.0.0	MMRS80093644ST.27.0.0	MMRS81130264ST.27.0.0	MMRS81135225ST.27.0.0	MMRS81194191ST.27.0.0	MMRS81671217ST.27.0.0	MMRS84085284ST.27.0.0	MMRS84159866ST.27.0.0	MMRS84954772ST.27.0.0	MMRS85382779ST.27.0.0	MMRS85438660ST.27.0.0	MMRS85548821ST.27.0.0	MMRS86168210ST.27.0.0	MMRS86178473ST.27.0.0	MMRS86958796ST.27.0.0	MMRS87723283ST.27.0.0	MMRS88581325ST.27.0.0	MMRS90191266ST.27.0.0	MMRS91297590ST.27.0.0	MMRS92544445ST.27.0.0	MMRS92546335ST.27.0.0	MMRS92727331ST.27.0.0	MMRS93508324ST.27.0.0	MMRS93621581ST.27.0.0	MMRS94549160ST.27.0.0	MMRS95277876ST.27.0.0	MMRS95479054ST.27.0.0	MMRS95674036ST.27.0.0	MMRS96422329ST.27.0.0	MMRS97052561ST.27.0.0	MMRS97307143ST.27.0.0	MMRS97327636ST.27.0.0	MMRS99045180ST.27.0.0
Slackia isoflavoniconvertens	278	0	0	0	88897	0	1187	0	137223	0	177809	144528	0	0	0	0	0	0	317	0	110080	306262	0	0	0	1854	2985	0	985129	0	0	44552	1619	0	0	122240	0	208546	0	0	169809	877	0	0	100766	333307	65594	0	1614	103902	1437	0	0	0	233014	900	0	0	42751	79598	112576	0	462	1284	0	0	0	0	76709	0	0	0	126474	523549	0	66710	228090	0	501537	0	30711	287311	54861	0	566	67418	0	0	524	713411	0	0	0	1187	27066	0	0	14066	0	39333	0	495	74313	581	0	1288	0	0	0	0
Enterocloster aldenensis	224	0	0	0	0	0	35124	0	5240	11975	0	0	0	0	0	854	0	528	700	0	0	0	0	0	2163	0	0	0	2270	6794	0	0	2840	2829	8927	23634	510	0	0	43438	0	0	0	0	283	0	0	13455	3109	0	206	10295	197	91807	5816	0	0	0	0	0	0	103091	0	0	0	0	1331	20904	0	6315	440	1835	0	0	207	0	0	0	12354	7282	0	13025	0	805	0	2948	0	0	203239	0	36734	3740	404	0	0	9181	26683	7332	729	0	6503	0	0	0	1331	0	0	0	6579	188
Hungatella hathewayi	88	0	14159	741	1879	11434	157949	0	54765	8735	0	213228	10996	19241	33985	15632	7389	0	921	0	463	0	0	5712	50417	613	51513	0	1903	5502	45491	1904	8365	8115	25679	6466	20191	0	0	58849	1320	0	0	0	1571	0	0	8089	6729	0	34115	33195	0	236855	37892	0	1117	0	0	0	828	152383	4457	0	0	0	883	87118	2162	1236	21268	15275	25287	0	2235	0	20939	859	52760	10084	0	55015	0	4297	0	33222	0	1218141	14991	0	15862	2629	16668	0	690	6891	3623	163736	5375	1574	0	1663	0	0	0	10731	5660	0	23985	74
Butyrivibrio crossotus	0	13548099	0	0	0	0	0	2684	0	0	0	93563	0	0	0	2545	0	0	0	0	0	12462351	0	0	5929978	11468627	0	5603914	0	0	0	0	3167	0	0	0	0	0	91843	0	0	120074	5245082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712	0	9969719	3262	24755	0	0	0	7633027	0	0	0	0	0	4826	0	0	400	21868645	0	0	0	943	1392	0	0	0	10397540	0	7148444	0	0	0	544	0	701	0	0	0	0	0	0	0	1333476	11783095	15624	2183252	0	0	3335	0	0	0
Bacteroides stercoris	0	7008755	0	4391116	0	427	0	10809488	13754626	2125105	252532	0	0	2343	0	1299804	9171728	8016785	487978	2674	127658	266544	3450414	0	1350	2603774	2142	920744	4383	2298	0	300	69322613	1078	2180	369923	7651	476278	289307	866	2435	3353	421634	0	2098600	639352	147264	0	7240710	1903	0	0	11557001	982	7712962	1939068	5738	11839	715507	23434	374832	4225	7473074	38406	0	4731970	4549108	6817646	0	4779	0	11057451	0	536072	2621	0	1265941	743	1124883	9539887	5337469	3049610	391950	1104	165309	3663	0	0	0	86831	2982	171721	198	88499	2940831	597	0	146029	12102	0	3003	354	3973	539707	7142903	951	1942	1827912	0	0
Phocaeicola massiliensis	0	2621604	0	320780	0	0	0	597632	2386729	0	429164	29916	0	0	0	12990	0	936594	0	0	0	0	1618157	0	0	793664	0	123187	0	0	0	399708	1538023	0	0	589644	0	0	9973	0	0	0	649616	0	0	207743	474954	1586324	26626	109189	0	0	0	0	2091807	0	292	1781	0	1243	1044920	0	1835	3263	944083	1334047	537675	0	433222	0	356968	0	0	0	287	329751	252157	0	6869	0	841305	0	679579	0	196222	0	0	0	0	26808	0	2533	0	369229	280112	0	495435	67312	0	1371720	3074582	0	186678	136733	2567656	0	879	4145	0	0
Prevotella sp. CAG:1031	0	927906	0	73536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2816825	0	0	0	0	798035	0	0	0	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	559487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus eutactus	0	784930	0	3029569	0	0	0	0	168	0	141954	31750	0	0	0	0	1425105	0	206	247	843080	682833	0	0	2089145	0	311	1331294	0	0	0	0	0	1405	332	0	0	2218374	30456	0	0	0	0	0	2511	0	1294073	0	0	132208	0	182	0	0	0	5920081	0	347	1950527	365	4636031	0	0	0	0	1232563	0	15052	0	0	0	2822	845094	0	0	96651	0	0	15594	0	0	0	0	0	2396343	0	0	0	0	0	10832	0	0	0	7536895	0	0	0	0	2579664	2823911	672	2065839	3545950	0	0	0	4156603	0	0
Coprococcus comes	0	698972	446479	328185	250788	662375	660161	639273	239020	136068	276540	170456	0	784389	58127	0	188065	343	157053	157055	110198	225444	472229	430573	202972	415224	910321	652936	358782	416958	0	0	818180	0	1104882	0	5800	323994	168340	0	432982	94569	252490	0	587009	258807	519201	268360	182110	146379	477769	0	642558	0	117791	390804	0	115094	80221	208075	231283	156746	50056	234819	0	791343	397938	98	0	438065	497389	0	1178522	149949	546715	182389	1186074	129067	528106	259343	362410	280115	669328	71220	699618	406735	444963	0	361090	7073	569987	966970	759002	1155104	388934	688833	0	0	192471	211658	707662	214788	139243	526118	0	245129	338341	142282	355394	486919
Eubacterium sp. CAG:251	0	449432	0	0	0	0	0	0	0	476201	0	0	0	0	0	0	904913	0	654015	1573088	438670	0	0	529063	0	0	0	0	0	0	91835	0	0	0	0	0	3642	0	0	0	0	0	0	0	0	0	0	0	0	928102	0	0	2954396	0	0	0	0	0	141371	0	864835	0	0	0	0	1284987	0	0	0	0	2431299	0	1755782	0	0	0	0	0	1861	0	0	0	0	0	0	0	749175	0	0	0	0	1019918	0	0	0	0	0	0	4400	164180	3412569	1081514	0	0	0	393056	0	0	0	0
[Ruminococcus] torques	0	421455	498118	887098	531232	767	1072973	1142290	343331	881373	1779723	172339	57618	0	266435	402829	2684729	3454	683436	754994	863639	405383	262765	329203	183560	904546	1922	486223	0	0	0	768436	5580777	0	2456182	584	641244	775419	92004	0	1014893	9939	271084	0	0	2423213	1277860	870436	3943181	907584	0	0	0	403	622457	151645	0	93142	373456	99565	1015238	0	189487	1316850	414892	1128569	1830211	0	839461	192724	4555608	3083173	1408507	1133213	1178228	39760	961	136973	2118241	938816	1561052	0	5798549	316539	1845548	928992	524736	0	0	26846	0	573351	753843	2245420	915517	1225097	200	401	155454	3910386	2854548	209098	134260	808335	0	284798	654941	270251	4321671	0
Dialister succinatiphilus	0	282752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. CAG:167	0	173941	61156	117339	0	239759	0	0	0	0	0	1654	0	0	0	0	119808	0	99286	411455	0	147315	30861	651404	0	526451	0	35600	0	0	0	1376970	0	252397	0	3254	0	0	357	0	0	121860	17586	0	0	0	0	12078	0	76499	0	0	0	0	0	38461	0	0	0	34761	0	0	157398	0	302815	290867	0	0	697419	0	0	0	0	9853	162065	0	0	0	0	0	0	0	0	0	174327	0	0	0	0	0	179737	0	0	139031	0	0	0	0	0	0	0	29958	162127	5110	0	0	0	0	0	0
Eubacterium ramulus	0	101422	178734	0	108137	0	25095	23406	180615	0	79071	0	0	0	96770	214676	154206	17782	224127	83575	8779	23927	17362	3669	182583	40186	0	61266	0	0	0	122809	53017	0	389839	0	0	91734	38455	0	226802	23801	25275	0	136059	135153	9559	39458	124387	103100	0	109334	484983	0	107801	23866	23767	28333	6353	9540	51759	0	92783	21032	86959	184284	0	0	125480	10405	0	0	116049	55511	95157	98070	0	4335	580	0	58897	0	198064	38936	49183	134719	67171	0	0	6059	28165	0	0	21802	23212	0	15272	0	0	103994	172278	14360	17750	66195	0	45744	68760	46636	297481	0
Sanguibacteroides justesenii	0	91647	32608	19472	0	0	0	0	0	0	18366	11359	0	0	0	0	0	12243	0	0	0	0	0	0	0	0	0	60185	0	0	0	0	33276	0	0	0	0	9097	33184	0	0	7200	11264	0	43165	28878	61110	103319	0	6083	105027	0	0	0	0	0	0	0	0	0	5381	0	0	0	0	81257	0	0	0	0	0	0	0	3615	0	0	0	0	0	0	0	0	4922	0	7673	0	14069	0	0	0	0	0	0	0	0	0	0	0	0	48258	0	0	0	20885	0	0	0	3936	0	0
Bacteroides sp. CAG:144	0	74655	0	177487	0	0	0	0	0	0	0	0	0	0	109076	0	0	0	44046	454253	0	0	0	0	0	243960	0	0	0	0	0	0	377341	0	0	0	2935	0	97962	0	0	0	125193	0	0	0	0	0	0	0	0	0	1015907	0	0	0	0	0	177694	29135	0	0	0	0	0	39607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854210	0	0	0	0	0	0	0	0	0	0	0	0	809800	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium sp. CAG:274	0	73102	259876	0	0	0	0	65374	0	0	3106	985	1737836	0	0	0	0	0	81840	0	0	0	37066	390360	0	0	700319	0	0	0	0	0	19968	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15233	29913	81288	0	0	0	0	0	0	18947	0	0	239306	0	0	0	751842	0	0	0	0	0	450114	0	0	0	8231	0	111272	0	0	151235	0	0	0	0	0	251747	0	0	0	0	113588	0	0	0	0
Clostridium disporicum	0	63464	0	0	0	0	0	1496	0	55093	0	0	0	7366	0	0	0	0	0	0	0	0	427266	0	0	166568	0	0	0	0	0	0	0	0	0	0	0	0	117458	0	0	0	30679	0	0	0	243	0	0	0	0	0	0	0	0	14374	0	0	0	0	0	0	0	0	0	60349	0	0	0	0	65940	0	26792	0	26407	0	0	0	4401	0	0	0	0	0	3752	0	88256	0	0	0	13935	0	0	0	526	0	2367	0	0	0	0	11281	0	0	0	0	0	0	0	0
Clostridium sp. CAG:242	0	55860	0	0	0	0	0	189062	0	486828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17714	0	24646	0	101110	0	0	38659	0	125915	0	0	0	69981	0	0	53706	19670	0	0	0	0	0	0	0	0	0	292497	0	0	2699	0	0	0	0	0	0	0	0	138565	31659	0	0	0	0	9776	0	0	0	0	0	0	152670	0	0	67524	0	0	447486	0	0	6899	0	0	0	797969	0	55880	0	0	0	0	0	0	0	190171	0	0	0	0	0	159184	0	687465	0
Holdemanella biformis	0	50806	160853	0	101518	0	0	0	97207	0	0	171120	5357	0	0	144650	0	0	0	0	472684	686885	0	0	0	0	0	17035	0	0	0	0	238570	0	0	0	0	7610	67723	0	105155	0	0	0	0	39682	46182	662353	0	229382	0	0	0	0	51907	0	0	95858	0	0	37806	0	91210	1570383	1641985	163226	0	0	0	17382	2386940	0	0	8432	140214	254509	465239	0	1010781	0	670937	17651	866490	1313693	0	689167	106708	0	0	26130	0	4530	0	253584	61042	0	0	0	0	51114	265702	0	266458	0	0	0	0	1016	2924457	0
Ruminococcus callidus	0	48626	0	0	0	0	0	94250	0	0	0	0	0	0	0	0	0	0	0	9188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312894	9783	0	129072	1085	0	0	0	0	0	0	0	0	0	0	100232	0	0	0	0	0	127246	0	6027	2889	0	127042	0	0	31991	42799	128535	0	0	0	0	0	0	49898	0	0	1823	0	0	0	0	0	0	0	0	3794	0	0	0	441	0	0	32138	0	0	55407	0	3747	0	0	0	56327	113392	0	0	0	0	0	0	0	0
Methanobrevibacter smithii	0	42987	0	1489	0	459	2169310	0	0	89832	0	479380	286462	0	0	3709455	0	0	236168	0	97120	689978	11824	0	0	2108806	0	0	0	0	0	0	0	35586	0	0	0	0	251182	0	0	88432	163919	0	618787	8756	794167	0	0	285349	0	0	0	0	0	118184	0	0	4259	26448	187220	0	0	0	1389	235529	0	0	0	615756	5633	826930	0	19964	3949	1013394	0	0	10498413	0	0	0	28551	0	1385340	172327	0	0	19383	12748	0	0	0	1172795	333461	0	0	0	0	199969	2447809	283763	548051	0	0	0	365595	0	1579322	0
Clostridium sp. CAG:299	0	40009	0	0	42455	0	153372	0	0	0	10400	0	0	0	0	0	6015	0	0	0	0	0	0	0	0	169	0	4722	0	89422	0	0	0	0	0	0	0	0	0	0	29162	0	8993	0	0	0	0	0	0	0	687353	0	84926	0	0	0	905444	0	0	0	64471	0	0	0	0	27455	242382	0	0	118520	8435	0	0	0	100520	0	0	0	0	0	0	0	0	0	0	0	0	0	139215	0	0	953	0	0	0	706711	0	0	556627	0	0	0	0	1075	939969	0	0	0	0	0
Faecalitalea cylindroides	0	35238	0	1112	0	0	2818956	0	0	0	60639	0	0	49096	0	0	0	30747	2519	0	12239	227	0	0	299179	0	651715	0	0	0	0	0	76380	0	0	0	0	0	0	0	0	0	600606	0	0	144808	48640	22419	0	80645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48641	113557	0	0	0	6172	0	0	0	0	0	0	0	0	1260030	0	0	0	0	0	83847	0	0	0	863520	0	0	0	0	0	732219	0	0	12822	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes inops	0	31548	182211	63059	0	0	0	0	0	0	161818	0	545805	0	247173	0	0	0	1353741	173449	0	183751	0	0	0	299837	0	147887	0	0	0	0	10084	103992	42704	0	8784	0	0	0	0	223969	160254	0	235392	42666	47703	0	0	368597	0	0	0	0	0	231045	0	0	0	0	286992	0	0	0	58671	23045	0	196310	0	281313	0	0	0	0	0	0	265522	0	0	0	0	0	101211	0	0	0	0	0	0	110629	0	679675	0	114343	549671	394719	0	581646	2267243	270277	0	95678	88419	0	0	0	176876	0	0	0
Ruminococcus obeum CAG:39	0	21241	0	0	0	0	0	0	0	0	7352	0	0	0	0	0	0	1543	0	8145	0	0	0	0	0	6574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Clostridium] spiroforme	0	18374	17663	46585	0	0	0	0	0	51994	0	0	0	20636	57073	0	71114	0	0	0	0	14945	6190	0	4484	79690	0	18874	75655	1520	0	82807	18264	0	79150	303807	21770	0	8852	0	0	0	34744	0	0	0	0	0	0	0	8875	0	77990	106029	0	0	32274	95650	0	0	0	15667	0	6453	0	35807	0	0	210793	0	0	0	67814	0	85899	0	23682	0	553	43331	0	0	30087	43119	25540	0	8354	0	49167	0	2633	40367	29830	5050	24738	4811	0	0	0	0	0	4706	0	20068	0	5142	6504	0	79953	0
Anaerotruncus sp. CAG:528	0	17293	0	0	0	0	0	0	0	0	0	0	259935	0	0	0	0	0	0	0	0	497915	0	0	0	249101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32728	2406811	0	0	0	0	0	0	0	0	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amedibacillus dolichus	0	15516	0	0	0	0	0	0	0	15403	0	0	0	13900	0	0	0	15931	0	0	0	0	7518	0	0	4520	11173	0	2810	0	0	0	713481	0	829685	0	19855	0	0	0	0	0	0	0	0	0	0	0	15974	0	0	0	558358	0	68833	4148	435334	0	0	0	0	0	0	0	0	20924	0	0	0	0	3597	0	0	0	0	0	0	23210	0	49948	0	0	0	0	0	0	1676	0	13408	0	2337	0	0	0	0	282537	0	0	8181	0	0	0	0	0	0	0	0	0	0	77891
Eubacterium dolichum CAG:375	0	12135	0	0	0	0	0	0	0	12595	0	0	0	10926	0	0	0	17568	0	0	0	0	5739	0	0	3839	4633	0	1678	722	0	0	698014	0	763657	0	12521	0	0	0	0	0	0	0	0	907	0	0	16581	0	0	0	492977	0	66586	4703	384948	0	0	0	0	0	0	0	0	15564	0	0	0	0	3235	0	0	0	0	0	0	26882	0	51279	0	0	0	0	0	0	1375	0	15099	0	1645	0	0	0	0	254195	0	0	18074	0	0	0	0	0	0	0	0	0	0	76886
Roseburia sp. CAG:309	0	12049	31488	0	0	355103	0	0	0	73843	10839	0	0	0	0	0	22757	0	94853	152300	0	76797	0	322091	42233	44308	0	12344	0	0	0	0	0	0	0	0	0	0	19972	0	0	1534	2257	0	254878	37246	2767	15348	0	129435	0	0	0	0	0	0	0	0	8756	410561	0	0	0	0	0	37707	0	0	0	0	0	0	21008	703	60552	0	54024	0	0	0	0	0	0	0	67998	0	6482	0	105357	2952	0	0	0	48291	0	0	0	0	0	13362	49168	72712	34535	0	0	72457	0	0	0	0
Streptococcus oralis	0	9801	0	0	10069	0	181142	0	18009	6661	64483	1083	0	8589	762	0	0	0	42411	0	6091	0	2495	0	2932	0	0	0	0	0	15465	1127	2116	1129	2860	0	0	6444	0	0	5654	0	0	8043	0	0	193223	19314	0	59671	1637	0	2965	13949	20339	0	0	0	290009	10999	32965	0	0	1493	0	12366	0	700	1869	0	0	49803	0	0	2968	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	5910	7017	0	453	756	1140	0	941	0	31703	0	0	0	0	10075	0	0	0	0	0
Klebsiella michiganensis	0	8814	0	0	0	0	0	0	0	3691	0	0	0	0	0	0	0	0	0	0	0	0	4242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus australis	0	8522	0	0	0	4523	0	0	0	0	0	0	0	0	8257	0	0	3857	2172	0	0	0	0	0	0	0	0	0	0	0	4881	0	0	1719	365	0	0	16543	0	0	2694	0	0	0	0	3986	0	0	0	0	0	0	4883	25545	0	0	0	0	5003	0	43369	0	0	1381	0	38348	2623	0	0	0	0	0	0	0	0	0	0	0	10296	0	0	0	0	8434	0	0	0	0	0	0	18139	0	0	0	0	0	0	0	0	0	0	0	0	0	14973	279	0	0	0	0
Klebsiella pneumoniae	0	4943	0	0	0	0	0	0	0	159183	0	0	0	0	0	0	0	0	0	0	0	0	2154425	0	36257	11577	0	0	0	270982	0	0	0	0	0	0	4315	657575	5894344	0	0	0	0	0	0	100547	0	100094	0	0	0	0	0	0	0	0	0	0	0	483945	0	2703	0	0	0	1845	0	0	0	0	11691	0	0	0	0	0	0	0	0	15611	0	0	0	0	31175	0	0	0	0	219239	6514	27669	0	0	0	0	2427786	0	0	0	0	0	0	0	39470	0	0	0	0	0
Gemella haemolysans	0	4591	0	0	0	0	3505	0	0	0	3157	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	585	0	0	0	0	0	5851	0	721	1252	0	0	0	0	2116	0	0	0	0	0	0	0	0	0	0	0	0	24401	0	0	0	0	6770	0	3697	0	0	0	0	1607	0	0	0	0	0	4369	0	0	0	0	0	0	0	6769	0	0	0	0	0	1368	0	0	0	0	1954	0	0	0	0	0	0	0	0	2268	0	0	0	0	2644	524	13792	0	1813	0
Streptococcus infantis	0	4548	0	0	943	0	0	0	2470	519	8522	588	0	465	5014	0	0	3623	4271	0	0	0	0	0	0	0	0	0	0	0	0	0	952	0	0	0	0	2964	0	0	0	0	0	5771	0	0	0	0	0	8944	0	0	6107	65631	5958	0	0	0	10453	0	18836	0	0	0	0	12849	0	0	2005	0	0	6705	0	0	0	0	1590	0	5851	0	0	0	792	3991	0	0	0	0	0	0	3452	1666	0	779	0	0	0	461	0	0	0	0	0	0	18094	0	0	0	0	0
Blautia hydrogenotrophica	0	3845	6085	0	0	0	0	907	0	12278	0	0	0	0	0	48211	0	21311	0	0	0	0	0	0	0	17929	124803	0	0	0	0	42563	4886	7076	0	118781	0	905	0	0	0	0	0	0	0	2465	0	31317	23695	0	0	2969	487	0	0	0	0	0	0	0	0	0	0	760	2769	18493	8746	2156	63780	157	0	0	0	0	0	0	0	0	0	23413	0	552	0	0	0	0	0	0	0	0	0	0	0	0	1138	0	32449	834	0	0	3205	0	0	0	3222	1259	5808	0	0	0
Harryflintia acetispora	0	3656	0	0	0	7828	39044	0	0	2593	0	0	469	3291	4354	14028	0	0	2504	2025	1421	1698	0	0	0	0	0	0	3506	0	0	0	0	0	0	0	0	0	0	5453	0	0	0	0	1927	0	498	3607	0	0	0	0	0	0	0	0	0	0	0	0	168	0	5538	746	1213	903	44349	5839	0	22113	0	10618	0	30488	0	13114	2405	10993	8517	0	2396	0	0	0	0	4371	0	0	19607	0	0	0	0	3313	0	0	3662	0	4760	0	0	1677	0	1032	0	3739	1733	0	6347	0
Roseburia sp. CAG:182	0	3596	0	4770	0	0	0	249919	0	0	5328	0	0	0	0	0	0	0	0	0	1225	24804	0	0	0	16772	0	0	0	0	0	0	0	0	0	0	0	0	0	30716	0	0	60074	0	0	0	0	0	0	25187	0	120721	0	0	0	87454	0	0	0	0	0	0	0	0	0	19127	0	0	0	287492	0	0	63248	33798	0	0	0	1051	0	0	0	0	549	0	0	0	354429	0	0	8893	0	0	0	0	32136	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. ICM47	0	2798	0	0	5984	0	0	0	0	0	5065	0	0	0	0	0	0	0	0	1210	0	0	0	0	0	0	0	0	0	0	0	0	3835	1726	6581	0	0	680	579	0	10621	0	0	12522	0	0	0	0	0	537	0	0	0	38396	3158	0	0	0	4849	0	2918	0	0	0	0	4766	0	0	0	0	0	0	0	0	0	0	762	1349	0	2205	91	0	0	0	0	0	0	0	0	0	0	1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dielma fastidiosa	0	2575	0	9965	0	6887	0	12671	0	11645	0	0	2963	0	18189	56270	3367	408	17211	8781	0	0	0	8213	34989	8106	0	0	3664	0	2577	3266	44382	5915	175524	0	990	0	274	0	0	0	0	0	7552	1551	0	2357	13183	0	0	0	92163	0	0	0	24576	992	0	0	19559	0	0	0	0	2502	0	15682	2635	25814	23581	72527	0	0	4349	0	4532	0	31292	1741	4374	2515	0	0	0	28615	9318	0	0	0	0	0	3521	306	0	0	8820	0	0	284	11154	0	0	1734	0	3965	5137	0	0	0
Streptococcus sp. A12	0	2557	0	0	1918	814	0	0	0	0	0	0	0	0	1891	0	2108	0	2710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	8843	0	0	0	0	0	0	0	0	292	0	0	0	4219	0	0	0	0	0	3356	16514	0	0	6828	0	3373	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	4728	0	0	0	0	0	0	0	0	0	0	0	0	0	8134	572	0	0	0	0
Lactococcus lactis	0	1991	0	17579	16818	0	105780	0	4400	0	0	0	0	0	0	0	1338	0	3240	0	0	0	39256	0	0	1900	28810	0	0	0	0	0	0	0	6631	0	0	0	0	0	24720	0	6798	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	1813	0	0	0	0	0	3416	0	0	0	3297	0	0	0	0	55050	0	627	0	0	0	0	5090	0	0	0	0	0	700	0	0	9072	0	22121	4143	0	0	0	0	0	0	0	0	7588	0	0	0	0	0	0	0	596	0
[Eubacterium] sulci	0	1339	0	0	0	0	2119	0	0	0	3099	0	0	0	0	0	791	0	1826	0	0	0	10963	0	4245	0	0	0	0	0	0	0	8550	0	8264	0	0	0	3844	0	0	0	0	0	0	2889	229	0	0	3140	0	0	0	21645	2710	0	0	0	6492	0	1312	0	0	0	0	2850	0	0	1975	0	0	4775	1008	0	0	0	0	0	11533	0	0	0	3699	0	7737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	0	0	903	473	0	2220	0	0	0
