index	cluster95	Domain	phylum	class	order	family	genus	species	subspecies	Label
1385001002	1385	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A mortiferum	001002	Fusobacterium_A mortiferum 001002
1385001001	1385	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A mortiferum	001001	Fusobacterium_A mortiferum 001001
1387001001	1387	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000434515	001001	Prevotella sp000434515 001001
1387001002	1387	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000434515	001002	Prevotella sp000434515 001002
1389001001	1389	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp000436495	001001	Parabacteroides sp000436495 001001
1389001002	1389	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp000436495	001002	Parabacteroides sp000436495 001002
1390001001	1390	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp900547815	001001	Holdemanella sp900547815 001001
1393001001	1393	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003538135	001001	CAG-177 sp003538135 001001
1396001001	1396	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena sp900411325	001001	Longicatena sp900411325 001001
1397001002	1397	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium spiroforme	001002	Erysipelatoclostridium spiroforme 001002
1397001001	1397	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium spiroforme	001001	Erysipelatoclostridium spiroforme 001001
1398001001	1398	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-632	CAG-632 sp900539185	001001	CAG-632 sp900539185 001001
1400001001	1400	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister_A		001001	Dialister_A 001001
1405001001	1405	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp000432655	001001	RC9 sp000432655 001001
1407001001	1407	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter massiliensis	001001	Odoribacter massiliensis 001001
1409001001	1409	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster citroniae	001001	Enterocloster citroniae 001001
1411001001	1411	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900548625	001001	CAG-170 sp900548625 001001
1415001003	1415	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	001003	Streptococcus lutetiensis 001003
1415001001	1415	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	001001	Streptococcus lutetiensis 001001
1416001001	1416	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000437255	001001	Ruminococcus_C sp000437255 001001
1418001001	1418	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella sp004557855	001001	Angelakisella sp004557855 001001
1420001003	1420	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	CAG-510 sp000434615	001003	CAG-510 sp000434615 001003
1420001002	1420	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	CAG-510 sp000434615	001002	CAG-510 sp000434615 001002
1420001001	1420	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	CAG-510 sp000434615	001001	CAG-510 sp000434615 001001
1421001001	1421	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	UBA9475 sp002161675	001001	UBA9475 sp002161675 001001
1422001002	1422	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp003486385	001002	CAG-882 sp003486385 001002
1422001003	1422	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp003486385	001003	CAG-882 sp003486385 001003
1422001001	1422	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp003486385	001001	CAG-882 sp003486385 001001
1426001003	1426	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	TF01-11 sp001916135	001003	TF01-11 sp001916135 001003
1426001001	1426	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	TF01-11 sp001916135	001001	TF01-11 sp001916135 001001
1427001002	1427	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus sp900538905	001002	Duodenibacillus sp900538905 001002
1427001001	1427	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus sp900538905	001001	Duodenibacillus sp900538905 001001
1429001002	1429	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	001002	Ligilactobacillus salivarius 001002
1430001001	1430	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium ruminantium	001001	Bifidobacterium ruminantium 001001
1434001002	1434	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-314	CAG-314	CAG-314 sp000437915	001002	CAG-314 sp000437915 001002
1435001002	1435	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	UBA1394 sp900538575	001002	UBA1394 sp900538575 001002
1437001001	1437	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A sp900548825	001001	Coprococcus_A sp900548825 001001
1440001001	1440	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	Enterococcus_B hirae	001001	Enterococcus_B hirae 001001
1442001006	1442	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp000434235	001006	Alistipes sp000434235 001006
1442001003	1442	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp000434235	001003	Alistipes sp000434235 001003
1442001005	1442	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp000434235	001005	Alistipes sp000434235 001005
1445001001	1445	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Massilioclostridium	Massilioclostridium coli	001001	Massilioclostridium coli 001001
1450001001	1450	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter		001001	Intestinibacter 001001
1452001002	1452	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	001002	Adlercreutzia equolifaciens 001002
1452001001	1452	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens	001001	Adlercreutzia equolifaciens 001001
1453001001	1453	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea phocaeensis	001001	Dorea phocaeensis 001001
1455001002	1455	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp001916075	001002	Clostridium sp001916075 001002
1457001001	1457	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis_C	001001	Streptococcus parasanguinis_C 001001
1460001001	1460	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus pullicaecorum	001001	Butyricicoccus pullicaecorum 001001
1461001001	1461	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella sp003477995	001001	Paraprevotella sp003477995 001001
1466001003	1466	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia sp900539625	001003	Prevotellamassilia sp900539625 001003
1467001001	1467	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E sp900539195	001001	Ruminiclostridium_E sp900539195 001001
1467001002	1467	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E sp900539195	001002	Ruminiclostridium_E sp900539195 001002
1467001003	1467	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E sp900539195	001003	Ruminiclostridium_E sp900539195 001003
1468001001	1468	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1409		001001	UBA1409 001001
1471001001	1471	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena sp003433845	001001	Longicatena sp003433845 001001
1473001001	1473	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900553545	001001	CAG-170 sp900553545 001001
1479001001	1479	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	CAG-110 sp000435995	001001	CAG-110 sp000435995 001001
1479001003	1479	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	CAG-110 sp000435995	001003	CAG-110 sp000435995 001003
1479001004	1479	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	CAG-110 sp000435995	001004	CAG-110 sp000435995 001004
1479001002	1479	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	CAG-110 sp000435995	001002	CAG-110 sp000435995 001002
1480001001	1480	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A smithii_A	001001	Methanobrevibacter_A smithii_A 001001
1482001001	1482	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena dolichum	001001	Longicatena dolichum 001001
1483001002	1483	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes contorta_B	001002	Muricomes contorta_B 001002
1483001001	1483	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes contorta_B	001001	Muricomes contorta_B 001001
1489001002	1489	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1071	UMGS1071 sp900541905	001002	UMGS1071 sp900541905 001002
1489001001	1489	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1071	UMGS1071 sp900541905	001001	UMGS1071 sp900541905 001001
1490001002	1490	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000434995	001002	Eubacterium_R sp000434995 001002
1490001003	1490	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000434995	001003	Eubacterium_R sp000434995 001003
1491001002	1491	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp000434055	001002	CAG-488 sp000434055 001002
1491001003	1491	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp000434055	001003	CAG-488 sp000434055 001003
1492001002	1492	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900542505	001002	Alistipes sp900542505 001002
1493001002	1493	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp003458715	001002	Holdemanella sp003458715 001002
1493001003	1493	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp003458715	001003	Holdemanella sp003458715 001003
1493001001	1493	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp003458715	001001	Holdemanella sp003458715 001001
1494001002	1494	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	Firm-11	Firm-11 sp900540045	001002	Firm-11 sp900540045 001002
1494001001	1494	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	Firm-11	Firm-11 sp900540045	001001	Firm-11 sp900540045 001001
1495001002	1495	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp002161565	001002	Phocaeicola sp002161565 001002
1495001001	1495	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp002161565	001001	Phocaeicola sp002161565 001001
1498001004	1498	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	001004	Enterococcus faecalis 001004
1499001001	1499	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900549635	001001	CAG-170 sp900549635 001001
1500001001	1500	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides bouchesdurhonensis	001001	Parabacteroides bouchesdurhonensis 001001
1501001001	1501	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	Harryflintia acetispora	001001	Harryflintia acetispora 001001
1501001002	1501	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	Harryflintia acetispora	001002	Harryflintia acetispora 001002
1502001001	1502	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Emergencia	Emergencia timonensis	001001	Emergencia timonensis 001001
1502001002	1502	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Emergencia	Emergencia timonensis	001002	Emergencia timonensis 001002
1506001002	1506	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii	001002	Parabacteroides goldsteinii 001002
1506001001	1506	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii	001001	Parabacteroides goldsteinii 001001
1508001001	1508	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	AM51-8	AM51-8 sp900546435	001001	AM51-8 sp900546435 001001
1510001001	1510	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter massiliensis	001001	Mediterraneibacter massiliensis 001001
1513001001	1513	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D		001001	Haemophilus_D 001001
1513001002	1513	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D		001002	Haemophilus_D 001002
1514001001	1514	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274	CAG-274	CAG-274 sp900545305	001001	CAG-274 sp900545305 001001
1519001001	1519	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000432195	001001	Blautia sp000432195 001001
1520001001	1520	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	Muricomes sp000509105	001001	Muricomes sp000509105 001001
1522001001	1522	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea scindens	001001	Dorea scindens 001001
1529001001	1529	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola		001001	Phocaeicola 001001
1530001001	1530	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp900554425	001001	Oscillibacter sp900554425 001001
1532001002	1532	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	001002	Veillonella atypica 001002
1532001001	1532	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	001001	Veillonella atypica 001001
1534001003	1534	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp001916715	001003	F23-B02 sp001916715 001003
1534001001	1534	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp001916715	001001	F23-B02 sp001916715 001001
1534001002	1534	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp001916715	001002	F23-B02 sp001916715 001002
1536001001	1536	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp900551615	001001	CAG-269 sp900551615 001001
1537001001	1537	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000436535	001001	Lachnospira sp000436535 001001
1541001001	1541	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp002159375	001001	Alistipes sp002159375 001001
1543001001	1543	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp003526845	001001	Eubacterium_R sp003526845 001001
1543001003	1543	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp003526845	001003	Eubacterium_R sp003526845 001003
1554001003	1554	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	001003	Anaerostipes caccae 001003
1554001002	1554	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	001002	Anaerostipes caccae 001002
1554001001	1554	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	001001	Anaerostipes caccae 001001
1557001001	1557	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D		001001	Haemophilus_D 001001
1557001002	1557	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D		001002	Haemophilus_D 001002
1559001001	1559	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	001001	Streptococcus gallolyticus 001001
1560001002	1560	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003531585	001002	CAG-115 sp003531585 001002
1560001003	1560	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003531585	001003	CAG-115 sp003531585 001003
1560001001	1560	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003531585	001001	CAG-115 sp003531585 001001
1564001001	1564	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp900543555	001001	Acutalibacter sp900543555 001001
1565001001	1565	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900021155	001001	Alistipes sp900021155 001001
1570001002	1570	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA738	UBA738 sp003522945	001002	UBA738 sp003522945 001002
1571001002	1571	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp900550935	001002	Roseburia sp900550935 001002
1571001001	1571	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp900550935	001001	Roseburia sp900550935 001001
1573001001	1573	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	Phil1	Phil1 sp001940855	001001	Phil1 sp001940855 001001
1574001002	1574	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Faecalicoccus pleomorphus	001002	Faecalicoccus pleomorphus 001002
1575001001	1575	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella		001001	Prevotella 001001
1579001002	1579	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_B	001002	Akkermansia muciniphila_B 001002
1579001001	1579	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_B	001001	Akkermansia muciniphila_B 001001
1579001003	1579	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_B	001003	Akkermansia muciniphila_B 001003
1579001005	1579	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_B	001005	Akkermansia muciniphila_B 001005
1580001002	1580	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	001002	Klebsiella variicola 001002
1580001003	1580	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	001003	Klebsiella variicola 001003
1580001001	1580	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	001001	Klebsiella variicola 001001
1585001001	1585	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium gallinarum	001001	Bifidobacterium gallinarum 001001
1589001001	1589	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	CAG-127 sp900553925	001001	CAG-127 sp900553925 001001
1590001002	1590	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp900540255	001002	Clostridium sp900540255 001002
1591001001	1591	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides		001001	Parabacteroides 001001
1592001001	1592	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp000509125	001001	Dorea sp000509125 001001
1593001001	1593	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia celatus_A	001001	Adlercreutzia celatus_A 001001
1593001002	1593	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia celatus_A	001002	Adlercreutzia celatus_A 001002
1596001001	1596	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella timonensis	001001	Prevotella timonensis 001001
1597001001	1597	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-279	CAG-279 sp900544305	001001	CAG-279 sp900544305 001001
1601001001	1601	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	001001	Streptococcus constellatus 001001
1601001004	1601	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	001004	Streptococcus constellatus 001004
1601001003	1601	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	001003	Streptococcus constellatus 001003
1602001001	1602	Bacteria	Firmicutes_A	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	Anaerofustis stercorihominis	001001	Anaerofustis stercorihominis 001001
1603001001	1603	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000834015	001001	Prevotella sp000834015 001001
1603001002	1603	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000834015	001002	Prevotella sp000834015 001002
1607001001	1607	Bacteria	Firmicutes_A	Clostridia	UBA1212	UBA1255	UMGS1537	UMGS1537 sp900552695	001001	UMGS1537 sp900552695 001001
1608001001	1608	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000437855	001001	CAG-273 sp000437855 001001
1608001002	1608	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000437855	001002	CAG-273 sp000437855 001002
1609001001	1609	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		001001	Streptococcus 001001
1612001002	1612	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp900540675	001002	Enterocloster sp900540675 001002
1612001001	1612	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp900540675	001001	Enterocloster sp900540675 001001
1613001002	1613	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp003507395	001002	CAG-273 sp003507395 001002
1613001001	1613	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp003507395	001001	CAG-273 sp003507395 001001
1616001001	1616	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp003447235	001001	Prevotella sp003447235 001001
1616001002	1616	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp003447235	001002	Prevotella sp003447235 001002
1617001002	1617	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp001304995	001002	Anaerotignum sp001304995 001002
1617001001	1617	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp001304995	001001	Anaerotignum sp001304995 001001
1619001001	1619	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-492		001001	CAG-492 001001
1619001003	1619	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-492		001003	CAG-492 001003
1622001002	1622	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251295	001002	Prevotella sp002251295 001002
1625001001	1625	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	GCA-900066575 sp002160765	001001	GCA-900066575 sp002160765 001001
1630001001	1630	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	001001	Bifidobacterium dentium 001001
1631001001	1631	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp004166885	001001	Streptococcus sp004166885 001001
1633001002	1633	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp900539325	001002	Eubacterium_R sp900539325 001002
