index	cluster95	Domain	phylum	class	order	family	genus	species	subspecies	Label
0099001001	0099	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp000285855	001001	Blautia_A sp000285855 001001
0101001001	0101	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900066335	001001	Blautia_A sp900066335 001001
0101001003	0101	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900066335	001003	Blautia_A sp900066335 001003
0102001002	0102	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_I	001002	Faecalibacterium prausnitzii_I 001002
0103001003	0103	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	001003	Agathobaculum butyriciproducens 001003
0103001001	0103	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	001001	Agathobaculum butyriciproducens 001001
0103001002	0103	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	001002	Agathobaculum butyriciproducens 001002
0104001001	0104	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_F	001001	Faecalibacterium prausnitzii_F 001001
0104001002	0104	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_F	001002	Faecalibacterium prausnitzii_F 001002
0105001001	0105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp003451515	001001	Lachnospira sp003451515 001001
0105001002	0105	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp003451515	001002	Lachnospira sp003451515 001002
0107001003	0107	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	001003	Escherichia coli 001003
0107001001	0107	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	001001	Escherichia coli 001001
0108001002	0108	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_H	001002	Faecalibacterium prausnitzii_H 001002
0108001001	0108	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_H	001001	Faecalibacterium prausnitzii_H 001001
0108001003	0108	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_H	001003	Faecalibacterium prausnitzii_H 001003
0109001001	0109	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	001001	Alistipes shahii 001001
0109001002	0109	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	001002	Alistipes shahii 001002
0109001003	0109	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	001003	Alistipes shahii 001003
0110001001	0110	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	001001	Alistipes onderdonkii 001001
0110001004	0110	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	001004	Alistipes onderdonkii 001004
0110001002	0110	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	001002	Alistipes onderdonkii 001002
0110001003	0110	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	001003	Alistipes onderdonkii 001003
0111001002	0111	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp003471165	001002	Blautia_A sp003471165 001002
0111001001	0111	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp003471165	001001	Blautia_A sp003471165 001001
0113001003	0113	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_A	Ruminococcus_A sp003011855	001003	Ruminococcus_A sp003011855 001003
0113001002	0113	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_A	Ruminococcus_A sp003011855	001002	Ruminococcus_A sp003011855 001002
0113001001	0113	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_A	Ruminococcus_A sp003011855	001001	Ruminococcus_A sp003011855 001001
0115001002	0115	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	UBA7182 sp003480725	001002	UBA7182 sp003480725 001002
0115001003	0115	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	UBA7182 sp003480725	001003	UBA7182 sp003480725 001003
0115001001	0115	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	UBA7182 sp003480725	001001	UBA7182 sp003480725 001001
0116001001	0116	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp003449675	001001	Faecalibacterium sp003449675 001001
0117001001	0117	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis	001001	Phocaeicola massiliensis 001001
0119001001	0119	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp000431375	001001	Enterocloster sp000431375 001001
0120001002	0120	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B gnavus	001002	Ruminococcus_B gnavus 001002
0120001003	0120	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B gnavus	001003	Ruminococcus_B gnavus 001003
0121001001	0121	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	CAG-81 sp900066785	001001	CAG-81 sp900066785 001001
0121001002	0121	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	CAG-81 sp900066785	001002	CAG-81 sp900066785 001002
0122001001	0122	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp001916835	001001	Oscillibacter sp001916835 001001
0122001002	0122	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp001916835	001002	Oscillibacter sp001916835 001002
0122001003	0122	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp001916835	001003	Oscillibacter sp001916835 001003
0124001001	0124	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	001001	Bifidobacterium adolescentis 001001
0125001001	0125	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	001001	Mediterraneibacter torques 001001
0125001002	0125	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	001002	Mediterraneibacter torques 001002
0127001001	0127	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii	001001	Ruminococcus_E bromii 001001
0127001002	0127	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E bromii	001002	Ruminococcus_E bromii 001002
0128001001	0128	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1375	UMGS1375 sp900066615	001001	UMGS1375 sp900066615 001001
0128001002	0128	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1375	UMGS1375 sp900066615	001002	UMGS1375 sp900066615 001002
0130001001	0130	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter welbionis	001001	Oscillibacter welbionis 001001
0130001002	0130	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter welbionis	001002	Oscillibacter welbionis 001002
0130001003	0130	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter welbionis	001003	Oscillibacter welbionis 001003
0131001001	0131	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium		001001	Faecalibacterium 001001
0132001008	0132	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000435555	001008	CAG-83 sp000435555 001008
0132001001	0132	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000435555	001001	CAG-83 sp000435555 001001
0132001002	0132	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000435555	001002	CAG-83 sp000435555 001002
0132001005	0132	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000435555	001005	CAG-83 sp000435555 001005
0133001001	0133	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	001001	Agathobacter rectalis 001001
0134001003	0134	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius_A	001003	Phocaeicola plebeius_A 001003
0134001002	0134	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius_A	001002	Phocaeicola plebeius_A 001002
0134001001	0134	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius_A	001001	Phocaeicola plebeius_A 001001
0135001001	0135	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter lactaris	001001	Mediterraneibacter lactaris 001001
0136001001	0136	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	001001	Flavonifractor plautii 001001
0136001004	0136	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	001004	Flavonifractor plautii 001004
0136001002	0136	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	001002	Flavonifractor plautii 001002
0136001003	0136	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	001003	Flavonifractor plautii 001003
0139001001	0139	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	CAG-45 sp900066395	001001	CAG-45 sp900066395 001001
0139001003	0139	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	CAG-45 sp900066395	001003	CAG-45 sp900066395 001003
0139001004	0139	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	CAG-45 sp900066395	001004	CAG-45 sp900066395 001004
0139001002	0139	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	CAG-45 sp900066395	001002	CAG-45 sp900066395 001002
0140001001	0140	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp003478765	001001	Blautia_A sp003478765 001001
0141001001	0141	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter		001001	Lawsonibacter 001001
0143001001	0143	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp003537285	001001	Lachnospira sp003537285 001001
0144001003	0144	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus	001003	Coprococcus_A catus 001003
0144001001	0144	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_A	Coprococcus_A catus	001001	Coprococcus_A catus 001001
0146001001	0146	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900540595	001001	Gemmiger sp900540595 001001
0146001002	0146	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900540595	001002	Gemmiger sp900540595 001002
0148001001	0148	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	CAG-81 sp900066055	001001	CAG-81 sp900066055 001001
0150001001	0150	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	001001	Gemmiger formicilis 001001
0151001002	0151	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000437735	001002	Lachnospira sp000437735 001002
0151001001	0151	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000437735	001001	Lachnospira sp000437735 001001
0153001002	0153	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp003447295	001002	Acetatifactor sp003447295 001002
0153001003	0153	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp003447295	001003	Acetatifactor sp003447295 001003
0153001004	0153	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp003447295	001004	Acetatifactor sp003447295 001004
0154001001	0154	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	001001	Bacteroides faecis 001001
0154001002	0154	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	001002	Bacteroides faecis 001002
0155001001	0155	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900343095	001001	Dialister sp900343095 001001
0156001001	0156	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_H	Ruminococcus_H sp003531055	001001	Ruminococcus_H sp003531055 001001
0157001003	0157	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900066825	001003	Lawsonibacter sp900066825 001003
0157001002	0157	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900066825	001002	Lawsonibacter sp900066825 001002
0157001001	0157	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp900066825	001001	Lawsonibacter sp900066825 001001
0158001002	0158	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	001002	Bifidobacterium pseudocatenulatum 001002
0158001001	0158	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	001001	Bifidobacterium pseudocatenulatum 001001
0158001003	0158	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	001003	Bifidobacterium pseudocatenulatum 001003
0160001001	0160	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	KLE1615 sp900066985	001001	KLE1615 sp900066985 001001
0160001002	0160	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	KLE1615 sp900066985	001002	KLE1615 sp900066985 001002
0161001003	0161	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	001003	Bacteroides cellulosilyticus 001003
0161001002	0161	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	001002	Bacteroides cellulosilyticus 001002
0161001001	0161	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	001001	Bacteroides cellulosilyticus 001001
0162001001	0162	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	UBA9502 sp003478505	001001	UBA9502 sp003478505 001001
0163001004	0163	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri	001004	Prevotella copri 001004
0163001006	0163	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri	001006	Prevotella copri 001006
0163001001	0163	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri	001001	Prevotella copri 001001
0163001005	0163	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri	001005	Prevotella copri 001005
0170001003	0170	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325	001003	Lachnospira sp900316325 001003
0170001004	0170	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325	001004	Lachnospira sp900316325 001004
0170001006	0170	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325	001006	Lachnospira sp900316325 001006
0170001001	0170	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325	001001	Lachnospira sp900316325 001001
0173001001	0173	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000436835	001001	Eubacterium_R sp000436835 001001
0173001002	0173	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000436835	001002	Eubacterium_R sp000436835 001002
0174001001	0174	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	001001	Ruthenibacterium lactatiformans 001001
0174001002	0174	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	001002	Ruthenibacterium lactatiformans 001002
0174001003	0174	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	001003	Ruthenibacterium lactatiformans 001003
0176001001	0176	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp003491505	001001	Eubacterium_F sp003491505 001001
0178001001	0178	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp003481705	001001	Agathobaculum sp003481705 001001
0178001002	0178	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp003481705	001002	Agathobaculum sp003481705 001002
0178001004	0178	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp003481705	001004	Agathobaculum sp003481705 001004
0181001001	0181	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	RUG472	RUG472 sp900545265	001001	RUG472 sp900545265 001001
0182001002	0182	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira rogosae	001002	Lachnospira rogosae 001002
0182001001	0182	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira rogosae	001001	Lachnospira rogosae 001001
0183001001	0183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp003463205	001001	Bacteroides sp003463205 001001
0183001003	0183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp003463205	001003	Bacteroides sp003463205 001003
0183001002	0183	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp003463205	001002	Bacteroides sp003463205 001002
0184001001	0184	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900066355	001001	Blautia_A sp900066355 001001
0186001001	0186	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp003463205	001001	Bacteroides sp003463205 001001
0187001001	0187	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara	001001	Paraprevotella clara 001001
0188001001	0188	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	CAG-127 sp900319515	001001	CAG-127 sp900319515 001001
0191001001	0191	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900541175	001001	Collinsella sp900541175 001001
0192001001	0192	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp002491635	001001	Bacteroides sp002491635 001001
0193001001	0193	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A sp900066145	001001	Blautia_A sp900066145 001001
