Value	Feature	test_study	data_type	random_state
6	0133001001	ThomasAM_2018a	subspecies	251
7	0134001001	ThomasAM_2018a	subspecies	251
2	0134001002	ThomasAM_2018a	subspecies	251
91	0134001003	ThomasAM_2018a	subspecies	251
2	0135001001	ThomasAM_2018a	subspecies	251
5	0136001001	ThomasAM_2018a	subspecies	251
43	0136001002	ThomasAM_2018a	subspecies	251
9	0136001004	ThomasAM_2018a	subspecies	251
0	0139001001	ThomasAM_2018a	subspecies	251
0	0139001003	ThomasAM_2018a	subspecies	251
1	0139001004	ThomasAM_2018a	subspecies	251
9	0140001001	ThomasAM_2018a	subspecies	251
4	0141001001	ThomasAM_2018a	subspecies	251
5	0143001001	ThomasAM_2018a	subspecies	251
4	0144001001	ThomasAM_2018a	subspecies	251
18	0144001003	ThomasAM_2018a	subspecies	251
0	0146001001	ThomasAM_2018a	subspecies	251
5	0146001002	ThomasAM_2018a	subspecies	251
26	0148001001	ThomasAM_2018a	subspecies	251
66	0150001001	ThomasAM_2018a	subspecies	251
16	0151001002	ThomasAM_2018a	subspecies	251
1	0153001002	ThomasAM_2018a	subspecies	251
0	0153001003	ThomasAM_2018a	subspecies	251
0	0153001004	ThomasAM_2018a	subspecies	251
5	0154001001	ThomasAM_2018a	subspecies	251
7	0154001002	ThomasAM_2018a	subspecies	251
2	0156001001	ThomasAM_2018a	subspecies	251
0	0157001001	ThomasAM_2018a	subspecies	251
1	0157001002	ThomasAM_2018a	subspecies	251
26	0157001003	ThomasAM_2018a	subspecies	251
1	0158001001	ThomasAM_2018a	subspecies	251
0	0158001002	ThomasAM_2018a	subspecies	251
20	0160001001	ThomasAM_2018a	subspecies	251
33	0160001002	ThomasAM_2018a	subspecies	251
0	0161001001	ThomasAM_2018a	subspecies	251
5	0161001002	ThomasAM_2018a	subspecies	251
5	0161001003	ThomasAM_2018a	subspecies	251
8	0162001001	ThomasAM_2018a	subspecies	251
0	0163001004	ThomasAM_2018a	subspecies	251
4	0163001005	ThomasAM_2018a	subspecies	251
0	0163001006	ThomasAM_2018a	subspecies	251
4	0170001003	ThomasAM_2018a	subspecies	251
23	0170001004	ThomasAM_2018a	subspecies	251
0	0173001001	ThomasAM_2018a	subspecies	251
3	0174001001	ThomasAM_2018a	subspecies	251
17	0174001002	ThomasAM_2018a	subspecies	251
31	0174001003	ThomasAM_2018a	subspecies	251
3	0176001001	ThomasAM_2018a	subspecies	251
55	0178001001	ThomasAM_2018a	subspecies	251
0	0178001004	ThomasAM_2018a	subspecies	251
24	0182001002	ThomasAM_2018a	subspecies	251
15	0183001001	ThomasAM_2018a	subspecies	251
26	0183001002	ThomasAM_2018a	subspecies	251
3	0183001003	ThomasAM_2018a	subspecies	251
3	0184001001	ThomasAM_2018a	subspecies	251
15	0186001001	ThomasAM_2018a	subspecies	251
3	0187001001	ThomasAM_2018a	subspecies	251
0	0188001001	ThomasAM_2018a	subspecies	251
2	0191001001	ThomasAM_2018a	subspecies	251
4	0192001001	ThomasAM_2018a	subspecies	251
63	0193001001	ThomasAM_2018a	subspecies	251
36	0195001001	ThomasAM_2018a	subspecies	251
0	0196001002	ThomasAM_2018a	subspecies	251
53	0200001001	ThomasAM_2018a	subspecies	251
6	0202001001	ThomasAM_2018a	subspecies	251
10	0202001002	ThomasAM_2018a	subspecies	251
18	0203001001	ThomasAM_2018a	subspecies	251
2	0203001002	ThomasAM_2018a	subspecies	251
38	0204001001	ThomasAM_2018a	subspecies	251
1	0204001003	ThomasAM_2018a	subspecies	251
10	0205001001	ThomasAM_2018a	subspecies	251
13	0206001002	ThomasAM_2018a	subspecies	251
0	0206001003	ThomasAM_2018a	subspecies	251
8	0208001001	ThomasAM_2018a	subspecies	251
21	0208001002	ThomasAM_2018a	subspecies	251
17	0208001003	ThomasAM_2018a	subspecies	251
15	0208001004	ThomasAM_2018a	subspecies	251
9	0209001002	ThomasAM_2018a	subspecies	251
0	0209001004	ThomasAM_2018a	subspecies	251
14	0213001001	ThomasAM_2018a	subspecies	251
0	0216001001	ThomasAM_2018a	subspecies	251
1	0216001002	ThomasAM_2018a	subspecies	251
0	0216001003	ThomasAM_2018a	subspecies	251
0	0218001001	ThomasAM_2018a	subspecies	251
6	0219001001	ThomasAM_2018a	subspecies	251
14	0219001002	ThomasAM_2018a	subspecies	251
1	0220001001	ThomasAM_2018a	subspecies	251
1	0220001002	ThomasAM_2018a	subspecies	251
0	0221001002	ThomasAM_2018a	subspecies	251
25	0221001003	ThomasAM_2018a	subspecies	251
0	0222001001	ThomasAM_2018a	subspecies	251
29	0224001001	ThomasAM_2018a	subspecies	251
8	0224001002	ThomasAM_2018a	subspecies	251
9	0225001001	ThomasAM_2018a	subspecies	251
1	0226001002	ThomasAM_2018a	subspecies	251
64	0227001001	ThomasAM_2018a	subspecies	251
3	0229001001	ThomasAM_2018a	subspecies	251
9	0230001001	ThomasAM_2018a	subspecies	251
0	0230001002	ThomasAM_2018a	subspecies	251
24	0231001003	ThomasAM_2018a	subspecies	251
0	0232001001	ThomasAM_2018a	subspecies	251
12	0233001001	ThomasAM_2018a	subspecies	251
8	0233001002	ThomasAM_2018a	subspecies	251
0	0236001002	ThomasAM_2018a	subspecies	251
1	0239001001	ThomasAM_2018a	subspecies	251
0	0240001002	ThomasAM_2018a	subspecies	251
0	0240001003	ThomasAM_2018a	subspecies	251
16	0241001001	ThomasAM_2018a	subspecies	251
0	0241001002	ThomasAM_2018a	subspecies	251
15	0242001001	ThomasAM_2018a	subspecies	251
5	0243001002	ThomasAM_2018a	subspecies	251
4	0246001001	ThomasAM_2018a	subspecies	251
6	0248001002	ThomasAM_2018a	subspecies	251
0	0250001001	ThomasAM_2018a	subspecies	251
35	0253001001	ThomasAM_2018a	subspecies	251
6	0253001002	ThomasAM_2018a	subspecies	251
3	0254001001	ThomasAM_2018a	subspecies	251
32	0254001002	ThomasAM_2018a	subspecies	251
10	0255001001	ThomasAM_2018a	subspecies	251
25	0255001003	ThomasAM_2018a	subspecies	251
0	0256001002	ThomasAM_2018a	subspecies	251
5	0257001001	ThomasAM_2018a	subspecies	251
11	0259001001	ThomasAM_2018a	subspecies	251
8	0261001001	ThomasAM_2018a	subspecies	251
8	0262001001	ThomasAM_2018a	subspecies	251
2	0262001002	ThomasAM_2018a	subspecies	251
1	0262001003	ThomasAM_2018a	subspecies	251
26	0262001004	ThomasAM_2018a	subspecies	251
0	0266001002	ThomasAM_2018a	subspecies	251
5	0268001001	ThomasAM_2018a	subspecies	251
68	0268001002	ThomasAM_2018a	subspecies	251
0	0269001002	ThomasAM_2018a	subspecies	251
4	0269001003	ThomasAM_2018a	subspecies	251
0	0273001001	ThomasAM_2018a	subspecies	251
2	0276001001	ThomasAM_2018a	subspecies	251
16	0276001002	ThomasAM_2018a	subspecies	251
0	0279001002	ThomasAM_2018a	subspecies	251
1	0279001003	ThomasAM_2018a	subspecies	251
4	0281001001	ThomasAM_2018a	subspecies	251
8	0282001001	ThomasAM_2018a	subspecies	251
11	0282001002	ThomasAM_2018a	subspecies	251
7	0285001001	ThomasAM_2018a	subspecies	251
7	0285001002	ThomasAM_2018a	subspecies	251
0	0285001003	ThomasAM_2018a	subspecies	251
2	0286001001	ThomasAM_2018a	subspecies	251
0	0290001001	ThomasAM_2018a	subspecies	251
0	0291001004	ThomasAM_2018a	subspecies	251
0	0291001005	ThomasAM_2018a	subspecies	251
9	0295001001	ThomasAM_2018a	subspecies	251
30	0296001003	ThomasAM_2018a	subspecies	251
0	0298001001	ThomasAM_2018a	subspecies	251
35	0298001002	ThomasAM_2018a	subspecies	251
2	0301001001	ThomasAM_2018a	subspecies	251
8	0301001002	ThomasAM_2018a	subspecies	251
0	0303001001	ThomasAM_2018a	subspecies	251
0	0306001001	ThomasAM_2018a	subspecies	251
0	0309001001	ThomasAM_2018a	subspecies	251
37	0311001001	ThomasAM_2018a	subspecies	251
25	0311001002	ThomasAM_2018a	subspecies	251
9	0312001001	ThomasAM_2018a	subspecies	251
1	0313001001	ThomasAM_2018a	subspecies	251
0	0313001002	ThomasAM_2018a	subspecies	251
4	0313001003	ThomasAM_2018a	subspecies	251
1	0313001005	ThomasAM_2018a	subspecies	251
1	0314001001	ThomasAM_2018a	subspecies	251
39	0315001004	ThomasAM_2018a	subspecies	251
0	0315001006	ThomasAM_2018a	subspecies	251
1	0316001001	ThomasAM_2018a	subspecies	251
0	0316001002	ThomasAM_2018a	subspecies	251
32	0316001003	ThomasAM_2018a	subspecies	251
6	0316001004	ThomasAM_2018a	subspecies	251
0	0316001005	ThomasAM_2018a	subspecies	251
29	0317001002	ThomasAM_2018a	subspecies	251
8	0320001001	ThomasAM_2018a	subspecies	251
0	0322001001	ThomasAM_2018a	subspecies	251
2	0322001002	ThomasAM_2018a	subspecies	251
0	0322001003	ThomasAM_2018a	subspecies	251
7	0322001009	ThomasAM_2018a	subspecies	251
1	0323001002	ThomasAM_2018a	subspecies	251
11	0324001001	ThomasAM_2018a	subspecies	251
2	0326001008	ThomasAM_2018a	subspecies	251
15	0327001001	ThomasAM_2018a	subspecies	251
0	0327001002	ThomasAM_2018a	subspecies	251
2	0328001001	ThomasAM_2018a	subspecies	251
0	0330001001	ThomasAM_2018a	subspecies	251
1	0332001001	ThomasAM_2018a	subspecies	251
4	0333001001	ThomasAM_2018a	subspecies	251
55	0333001002	ThomasAM_2018a	subspecies	251
5	0334001001	ThomasAM_2018a	subspecies	251
39	0335001002	ThomasAM_2018a	subspecies	251
8	0338001001	ThomasAM_2018a	subspecies	251
12	0339001003	ThomasAM_2018a	subspecies	251
9	0340001001	ThomasAM_2018a	subspecies	251
0	0341001002	ThomasAM_2018a	subspecies	251
111	0342001001	ThomasAM_2018a	subspecies	251
131	0342001002	ThomasAM_2018a	subspecies	251
1	0352001003	ThomasAM_2018a	subspecies	251
13	0354001001	ThomasAM_2018a	subspecies	251
1	0354001002	ThomasAM_2018a	subspecies	251
5	0358001002	ThomasAM_2018a	subspecies	251
1	0359001001	ThomasAM_2018a	subspecies	251
4	0359001002	ThomasAM_2018a	subspecies	251
12	0363001002	ThomasAM_2018a	subspecies	251
3	0364001001	ThomasAM_2018a	subspecies	251
43	0366001001	ThomasAM_2018a	subspecies	251
6	0374001001	ThomasAM_2018a	subspecies	251
0	0376001001	ThomasAM_2018a	subspecies	251
7	0376001002	ThomasAM_2018a	subspecies	251
0	0378001001	ThomasAM_2018a	subspecies	251
9	0378001002	ThomasAM_2018a	subspecies	251
0	0386001001	ThomasAM_2018a	subspecies	251
10	0389001001	ThomasAM_2018a	subspecies	251
10	0389001002	ThomasAM_2018a	subspecies	251
2	0391001001	ThomasAM_2018a	subspecies	251
39	0392001001	ThomasAM_2018a	subspecies	251
0	0392001002	ThomasAM_2018a	subspecies	251
1	0392001003	ThomasAM_2018a	subspecies	251
1	0393001001	ThomasAM_2018a	subspecies	251
1	0394001001	ThomasAM_2018a	subspecies	251
33	0394001002	ThomasAM_2018a	subspecies	251
0	0394001005	ThomasAM_2018a	subspecies	251
1	0396001001	ThomasAM_2018a	subspecies	251
0	0399001001	ThomasAM_2018a	subspecies	251
1	0403001003	ThomasAM_2018a	subspecies	251
3	0405001001	ThomasAM_2018a	subspecies	251
5	0406001003	ThomasAM_2018a	subspecies	251
5	0407001001	ThomasAM_2018a	subspecies	251
0	0407001002	ThomasAM_2018a	subspecies	251
5	0407001003	ThomasAM_2018a	subspecies	251
1	0409001001	ThomasAM_2018a	subspecies	251
5	0411001002	ThomasAM_2018a	subspecies	251
0	0413001001	ThomasAM_2018a	subspecies	251
11	0417001001	ThomasAM_2018a	subspecies	251
9	0422001001	ThomasAM_2018a	subspecies	251
3	0424001001	ThomasAM_2018a	subspecies	251
17	0427001001	ThomasAM_2018a	subspecies	251
28	0428001001	ThomasAM_2018a	subspecies	251
9	0431001001	ThomasAM_2018a	subspecies	251
1	0435001002	ThomasAM_2018a	subspecies	251
8	0438001003	ThomasAM_2018a	subspecies	251
3	0438001004	ThomasAM_2018a	subspecies	251
0	0442001001	ThomasAM_2018a	subspecies	251
2	0442001002	ThomasAM_2018a	subspecies	251
8	0444001001	ThomasAM_2018a	subspecies	251
0	0444001003	ThomasAM_2018a	subspecies	251
0	0446001001	ThomasAM_2018a	subspecies	251
14	0446001002	ThomasAM_2018a	subspecies	251
0	0446001003	ThomasAM_2018a	subspecies	251
12	0447001001	ThomasAM_2018a	subspecies	251
0	0447001002	ThomasAM_2018a	subspecies	251
0	0449001001	ThomasAM_2018a	subspecies	251
1	0451001001	ThomasAM_2018a	subspecies	251
11	0451001002	ThomasAM_2018a	subspecies	251
24	0451001003	ThomasAM_2018a	subspecies	251
3	0453001001	ThomasAM_2018a	subspecies	251
2	0464001001	ThomasAM_2018a	subspecies	251
0	0472001001	ThomasAM_2018a	subspecies	251
0	0479001001	ThomasAM_2018a	subspecies	251
4	0480001001	ThomasAM_2018a	subspecies	251
20	0480001002	ThomasAM_2018a	subspecies	251
2	0481001001	ThomasAM_2018a	subspecies	251
1	0482001001	ThomasAM_2018a	subspecies	251
2	0482001002	ThomasAM_2018a	subspecies	251
9	0484001001	ThomasAM_2018a	subspecies	251
3	0486001001	ThomasAM_2018a	subspecies	251
30	0489001001	ThomasAM_2018a	subspecies	251
5	0491001004	ThomasAM_2018a	subspecies	251
4	0492001001	ThomasAM_2018a	subspecies	251
2	0492001003	ThomasAM_2018a	subspecies	251
2	0492001004	ThomasAM_2018a	subspecies	251
12	0497001001	ThomasAM_2018a	subspecies	251
17	0507001001	ThomasAM_2018a	subspecies	251
0	0511001001	ThomasAM_2018a	subspecies	251
0	0511001002	ThomasAM_2018a	subspecies	251
51	0513001001	ThomasAM_2018a	subspecies	251
4	0513001002	ThomasAM_2018a	subspecies	251
0	0514001001	ThomasAM_2018a	subspecies	251
0	0517001001	ThomasAM_2018a	subspecies	251
1	0517001004	ThomasAM_2018a	subspecies	251
15	0518001001	ThomasAM_2018a	subspecies	251
0	0518001002	ThomasAM_2018a	subspecies	251
18	0518001003	ThomasAM_2018a	subspecies	251
2	0529001001	ThomasAM_2018a	subspecies	251
0	0530001001	ThomasAM_2018a	subspecies	251
6	0533001001	ThomasAM_2018a	subspecies	251
6	0539001001	ThomasAM_2018a	subspecies	251
3	0539001002	ThomasAM_2018a	subspecies	251
49	0544001001	ThomasAM_2018a	subspecies	251
0	0552001002	ThomasAM_2018a	subspecies	251
41	0553001001	ThomasAM_2018a	subspecies	251
0	0560001005	ThomasAM_2018a	subspecies	251
1	0560001009	ThomasAM_2018a	subspecies	251
2	0561001001	ThomasAM_2018a	subspecies	251
3	0567001003	ThomasAM_2018a	subspecies	251
11	0567001004	ThomasAM_2018a	subspecies	251
0	0568001001	ThomasAM_2018a	subspecies	251
0	0568001002	ThomasAM_2018a	subspecies	251
0	0569001002	ThomasAM_2018a	subspecies	251
0	0584001001	ThomasAM_2018a	subspecies	251
0	0586001001	ThomasAM_2018a	subspecies	251
20	0588001001	ThomasAM_2018a	subspecies	251
28	0592001001	ThomasAM_2018a	subspecies	251
1	0595001001	ThomasAM_2018a	subspecies	251
2	0597001001	ThomasAM_2018a	subspecies	251
2	0597001002	ThomasAM_2018a	subspecies	251
0	0597001003	ThomasAM_2018a	subspecies	251
5	0601001001	ThomasAM_2018a	subspecies	251
23	0601001003	ThomasAM_2018a	subspecies	251
6	0601001004	ThomasAM_2018a	subspecies	251
0	0606001001	ThomasAM_2018a	subspecies	251
54	0606001002	ThomasAM_2018a	subspecies	251
2	0615001001	ThomasAM_2018a	subspecies	251
4	0615001002	ThomasAM_2018a	subspecies	251
2	0621001001	ThomasAM_2018a	subspecies	251
49	0623001001	ThomasAM_2018a	subspecies	251
0	0627001001	ThomasAM_2018a	subspecies	251
3	0628001001	ThomasAM_2018a	subspecies	251
0	0631001001	ThomasAM_2018a	subspecies	251
0	0642001001	ThomasAM_2018a	subspecies	251
1	0643001001	ThomasAM_2018a	subspecies	251
9	0648001001	ThomasAM_2018a	subspecies	251
19	0649001001	ThomasAM_2018a	subspecies	251
10	0650001001	ThomasAM_2018a	subspecies	251
0	0655001001	ThomasAM_2018a	subspecies	251
0	0655001003	ThomasAM_2018a	subspecies	251
5	0688001001	ThomasAM_2018a	subspecies	251
3	0688001002	ThomasAM_2018a	subspecies	251
13	0696001001	ThomasAM_2018a	subspecies	251
36	0696001002	ThomasAM_2018a	subspecies	251
26	0701001001	ThomasAM_2018a	subspecies	251
20	0701001002	ThomasAM_2018a	subspecies	251
6	0701001003	ThomasAM_2018a	subspecies	251
0	0712001001	ThomasAM_2018a	subspecies	251
1	0719001001	ThomasAM_2018a	subspecies	251
13	0719001002	ThomasAM_2018a	subspecies	251
5	0733001001	ThomasAM_2018a	subspecies	251
0	0741001001	ThomasAM_2018a	subspecies	251
4	0750001001	ThomasAM_2018a	subspecies	251
12	0750001002	ThomasAM_2018a	subspecies	251
0	0751001001	ThomasAM_2018a	subspecies	251
52	0751001002	ThomasAM_2018a	subspecies	251
0	0751001004	ThomasAM_2018a	subspecies	251
0	0754001002	ThomasAM_2018a	subspecies	251
0	0755001001	ThomasAM_2018a	subspecies	251
6	0756001001	ThomasAM_2018a	subspecies	251
3	0776001004	ThomasAM_2018a	subspecies	251
1	0777001002	ThomasAM_2018a	subspecies	251
17	0785001001	ThomasAM_2018a	subspecies	251
8	0785001003	ThomasAM_2018a	subspecies	251
1	0788001001	ThomasAM_2018a	subspecies	251
8	0793001001	ThomasAM_2018a	subspecies	251
8	0805001001	ThomasAM_2018a	subspecies	251
8	0826001003	ThomasAM_2018a	subspecies	251
0	0829001001	ThomasAM_2018a	subspecies	251
0	0829001002	ThomasAM_2018a	subspecies	251
0	0838001001	ThomasAM_2018a	subspecies	251
0	0838001002	ThomasAM_2018a	subspecies	251
0	0846001001	ThomasAM_2018a	subspecies	251
9	0846001002	ThomasAM_2018a	subspecies	251
0	0847001001	ThomasAM_2018a	subspecies	251
51	0859001001	ThomasAM_2018a	subspecies	251
3	0861001001	ThomasAM_2018a	subspecies	251
7	0862001001	ThomasAM_2018a	subspecies	251
2	0875001001	ThomasAM_2018a	subspecies	251
4	0885001001	ThomasAM_2018a	subspecies	251
0	0885001002	ThomasAM_2018a	subspecies	251
0	0885001004	ThomasAM_2018a	subspecies	251
1	0887001001	ThomasAM_2018a	subspecies	251
0	0896001002	ThomasAM_2018a	subspecies	251
3	0907001001	ThomasAM_2018a	subspecies	251
0	0909001001	ThomasAM_2018a	subspecies	251
20	0918001001	ThomasAM_2018a	subspecies	251
0	0918001002	ThomasAM_2018a	subspecies	251
0	0921001001	ThomasAM_2018a	subspecies	251
0	0924001001	ThomasAM_2018a	subspecies	251
2	0925001001	ThomasAM_2018a	subspecies	251
3	0934001001	ThomasAM_2018a	subspecies	251
22	0945001001	ThomasAM_2018a	subspecies	251
4	0953001001	ThomasAM_2018a	subspecies	251
18	0961001002	ThomasAM_2018a	subspecies	251
0	0977001002	ThomasAM_2018a	subspecies	251
1	0991001001	ThomasAM_2018a	subspecies	251
1	0991001002	ThomasAM_2018a	subspecies	251
0	0998001001	ThomasAM_2018a	subspecies	251
5	1005001001	ThomasAM_2018a	subspecies	251
0	1010001002	ThomasAM_2018a	subspecies	251
4	1012001001	ThomasAM_2018a	subspecies	251
3	1014001001	ThomasAM_2018a	subspecies	251
0	1014001002	ThomasAM_2018a	subspecies	251
0	1014001003	ThomasAM_2018a	subspecies	251
1	1020001002	ThomasAM_2018a	subspecies	251
0	1023001001	ThomasAM_2018a	subspecies	251
0	1033001001	ThomasAM_2018a	subspecies	251
2	1044001001	ThomasAM_2018a	subspecies	251
0	1048001001	ThomasAM_2018a	subspecies	251
55	1054001003	ThomasAM_2018a	subspecies	251
33	1055001001	ThomasAM_2018a	subspecies	251
16	1058001001	ThomasAM_2018a	subspecies	251
7	1072001001	ThomasAM_2018a	subspecies	251
6	1072001002	ThomasAM_2018a	subspecies	251
0	1072001003	ThomasAM_2018a	subspecies	251
0	1073001001	ThomasAM_2018a	subspecies	251
14	1073001002	ThomasAM_2018a	subspecies	251
6	1080001002	ThomasAM_2018a	subspecies	251
1	1092001002	ThomasAM_2018a	subspecies	251
0	1106001001	ThomasAM_2018a	subspecies	251
22	1108001001	ThomasAM_2018a	subspecies	251
39	1113001001	ThomasAM_2018a	subspecies	251
2	1114001001	ThomasAM_2018a	subspecies	251
0	1117001001	ThomasAM_2018a	subspecies	251
2	1117001002	ThomasAM_2018a	subspecies	251
0	1123001002	ThomasAM_2018a	subspecies	251
36	1127001001	ThomasAM_2018a	subspecies	251
0	1129001001	ThomasAM_2018a	subspecies	251
65	1129001002	ThomasAM_2018a	subspecies	251
0	1129001003	ThomasAM_2018a	subspecies	251
0	1132001001	ThomasAM_2018a	subspecies	251
5	1136001002	ThomasAM_2018a	subspecies	251
6	1137001001	ThomasAM_2018a	subspecies	251
3	1138001001	ThomasAM_2018a	subspecies	251
3	1145001001	ThomasAM_2018a	subspecies	251
0	1160001001	ThomasAM_2018a	subspecies	251
8	1163001001	ThomasAM_2018a	subspecies	251
8	1169001001	ThomasAM_2018a	subspecies	251
0	1177001001	ThomasAM_2018a	subspecies	251
0	1179001001	ThomasAM_2018a	subspecies	251
25	1181001001	ThomasAM_2018a	subspecies	251
0	1186001002	ThomasAM_2018a	subspecies	251
1	1196001001	ThomasAM_2018a	subspecies	251
0	1197001001	ThomasAM_2018a	subspecies	251
0	1209001001	ThomasAM_2018a	subspecies	251
2	1209001002	ThomasAM_2018a	subspecies	251
30	1210001002	ThomasAM_2018a	subspecies	251
8	1216001002	ThomasAM_2018a	subspecies	251
6	1231001001	ThomasAM_2018a	subspecies	251
2	1231001002	ThomasAM_2018a	subspecies	251
1	1237001001	ThomasAM_2018a	subspecies	251
5	1239001001	ThomasAM_2018a	subspecies	251
0	1240001001	ThomasAM_2018a	subspecies	251
20	1248001001	ThomasAM_2018a	subspecies	251
0	1255001001	ThomasAM_2018a	subspecies	251
2	1267001001	ThomasAM_2018a	subspecies	251
6	1268001001	ThomasAM_2018a	subspecies	251
19	1268001002	ThomasAM_2018a	subspecies	251
0	1270001001	ThomasAM_2018a	subspecies	251
0	1270001002	ThomasAM_2018a	subspecies	251
2	1274001001	ThomasAM_2018a	subspecies	251
13	1274001002	ThomasAM_2018a	subspecies	251
0	1277001001	ThomasAM_2018a	subspecies	251
5	1278001001	ThomasAM_2018a	subspecies	251
11	1284001001	ThomasAM_2018a	subspecies	251
11	1284001002	ThomasAM_2018a	subspecies	251
25	1284001003	ThomasAM_2018a	subspecies	251
0	1288001001	ThomasAM_2018a	subspecies	251
0	1288001002	ThomasAM_2018a	subspecies	251
12	1294001001	ThomasAM_2018a	subspecies	251
44	1296001004	ThomasAM_2018a	subspecies	251
2	1298001002	ThomasAM_2018a	subspecies	251
32	1302001001	ThomasAM_2018a	subspecies	251
57	1307001003	ThomasAM_2018a	subspecies	251
29	1316001001	ThomasAM_2018a	subspecies	251
3	1316001002	ThomasAM_2018a	subspecies	251
0	1321001001	ThomasAM_2018a	subspecies	251
0	1329001002	ThomasAM_2018a	subspecies	251
5	1332001001	ThomasAM_2018a	subspecies	251
2	1347001001	ThomasAM_2018a	subspecies	251
1	1347001002	ThomasAM_2018a	subspecies	251
72	1349001001	ThomasAM_2018a	subspecies	251
1	1351001001	ThomasAM_2018a	subspecies	251
28	1351001002	ThomasAM_2018a	subspecies	251
3	1351001003	ThomasAM_2018a	subspecies	251
24	1352001004	ThomasAM_2018a	subspecies	251
9	1353001001	ThomasAM_2018a	subspecies	251
0	1353001002	ThomasAM_2018a	subspecies	251
8	1354001001	ThomasAM_2018a	subspecies	251
5	1354001002	ThomasAM_2018a	subspecies	251
9	1354001003	ThomasAM_2018a	subspecies	251
63	1354001004	ThomasAM_2018a	subspecies	251
17	1355001002	ThomasAM_2018a	subspecies	251
3	1358001001	ThomasAM_2018a	subspecies	251
0	1362001002	ThomasAM_2018a	subspecies	251
