Value	Feature	test_study	data_type	random_state
8	1117001002	YuJ_2015	subspecies	251
0	1123001002	YuJ_2015	subspecies	251
37	1127001001	YuJ_2015	subspecies	251
1	1129001001	YuJ_2015	subspecies	251
84	1129001002	YuJ_2015	subspecies	251
1	1129001003	YuJ_2015	subspecies	251
0	1132001001	YuJ_2015	subspecies	251
12	1136001002	YuJ_2015	subspecies	251
1	1137001001	YuJ_2015	subspecies	251
3	1138001001	YuJ_2015	subspecies	251
12	1145001001	YuJ_2015	subspecies	251
2	1160001001	YuJ_2015	subspecies	251
27	1163001001	YuJ_2015	subspecies	251
17	1167001001	YuJ_2015	subspecies	251
2	1169001001	YuJ_2015	subspecies	251
5	1177001001	YuJ_2015	subspecies	251
1	1179001001	YuJ_2015	subspecies	251
6	1181001001	YuJ_2015	subspecies	251
0	1186001002	YuJ_2015	subspecies	251
2	1196001001	YuJ_2015	subspecies	251
1	1197001001	YuJ_2015	subspecies	251
0	1198001001	YuJ_2015	subspecies	251
1	1209001001	YuJ_2015	subspecies	251
1	1209001002	YuJ_2015	subspecies	251
37	1210001002	YuJ_2015	subspecies	251
0	1216001002	YuJ_2015	subspecies	251
0	1231001001	YuJ_2015	subspecies	251
1	1231001002	YuJ_2015	subspecies	251
3	1237001001	YuJ_2015	subspecies	251
5	1239001001	YuJ_2015	subspecies	251
4	1240001001	YuJ_2015	subspecies	251
1	1248001001	YuJ_2015	subspecies	251
0	1255001001	YuJ_2015	subspecies	251
5	1267001001	YuJ_2015	subspecies	251
0	1268001001	YuJ_2015	subspecies	251
22	1268001002	YuJ_2015	subspecies	251
0	1270001001	YuJ_2015	subspecies	251
1	1270001002	YuJ_2015	subspecies	251
3	1274001001	YuJ_2015	subspecies	251
8	1274001002	YuJ_2015	subspecies	251
1	1277001001	YuJ_2015	subspecies	251
3	1278001001	YuJ_2015	subspecies	251
1	1284001001	YuJ_2015	subspecies	251
38	1284001002	YuJ_2015	subspecies	251
30	1284001003	YuJ_2015	subspecies	251
0	1288001001	YuJ_2015	subspecies	251
0	1288001002	YuJ_2015	subspecies	251
4	1294001001	YuJ_2015	subspecies	251
32	1296001004	YuJ_2015	subspecies	251
12	1298001002	YuJ_2015	subspecies	251
19	1302001001	YuJ_2015	subspecies	251
52	1307001003	YuJ_2015	subspecies	251
36	1316001001	YuJ_2015	subspecies	251
0	1316001002	YuJ_2015	subspecies	251
7	1321001001	YuJ_2015	subspecies	251
0	1329001002	YuJ_2015	subspecies	251
5	1332001001	YuJ_2015	subspecies	251
3	1347001001	YuJ_2015	subspecies	251
7	1347001002	YuJ_2015	subspecies	251
48	1349001001	YuJ_2015	subspecies	251
1	1351001001	YuJ_2015	subspecies	251
17	1351001002	YuJ_2015	subspecies	251
1	1351001003	YuJ_2015	subspecies	251
9	1352001004	YuJ_2015	subspecies	251
9	1353001001	YuJ_2015	subspecies	251
0	1353001002	YuJ_2015	subspecies	251
7	1354001001	YuJ_2015	subspecies	251
7	1354001002	YuJ_2015	subspecies	251
1	1354001003	YuJ_2015	subspecies	251
20	1354001004	YuJ_2015	subspecies	251
56	1355001002	YuJ_2015	subspecies	251
0	1358001001	YuJ_2015	subspecies	251
5	1362001003	YuJ_2015	subspecies	251
0	1362001004	YuJ_2015	subspecies	251
13	1363001001	YuJ_2015	subspecies	251
0	1366001002	YuJ_2015	subspecies	251
5	1370001001	YuJ_2015	subspecies	251
10	1371001001	YuJ_2015	subspecies	251
37	1383001002	YuJ_2015	subspecies	251
5	1384001001	YuJ_2015	subspecies	251
1	1387001001	YuJ_2015	subspecies	251
0	1387001002	YuJ_2015	subspecies	251
0	1388001001	YuJ_2015	subspecies	251
2	1389001001	YuJ_2015	subspecies	251
11	1390001001	YuJ_2015	subspecies	251
10	1393001001	YuJ_2015	subspecies	251
0	1397001001	YuJ_2015	subspecies	251
4	1397001002	YuJ_2015	subspecies	251
0	1398001001	YuJ_2015	subspecies	251
4	1409001001	YuJ_2015	subspecies	251
0	1411001001	YuJ_2015	subspecies	251
7	1421001001	YuJ_2015	subspecies	251
109	1422001002	YuJ_2015	subspecies	251
0	1426001003	YuJ_2015	subspecies	251
6	1430001001	YuJ_2015	subspecies	251
3	1437001001	YuJ_2015	subspecies	251
4	1445001001	YuJ_2015	subspecies	251
0	1450001001	YuJ_2015	subspecies	251
7	1452001001	YuJ_2015	subspecies	251
0	1452001002	YuJ_2015	subspecies	251
1	1455001002	YuJ_2015	subspecies	251
0	1457001001	YuJ_2015	subspecies	251
6	1460001001	YuJ_2015	subspecies	251
21	1461001001	YuJ_2015	subspecies	251
0	1467001001	YuJ_2015	subspecies	251
1	1467001002	YuJ_2015	subspecies	251
0	1467001003	YuJ_2015	subspecies	251
5	1468001001	YuJ_2015	subspecies	251
12	1471001001	YuJ_2015	subspecies	251
0	1473001001	YuJ_2015	subspecies	251
7	1479001001	YuJ_2015	subspecies	251
1	1479001002	YuJ_2015	subspecies	251
0	1480001001	YuJ_2015	subspecies	251
0	1482001001	YuJ_2015	subspecies	251
1	1483001002	YuJ_2015	subspecies	251
0	1489001001	YuJ_2015	subspecies	251
23	1489001002	YuJ_2015	subspecies	251
0	1493001001	YuJ_2015	subspecies	251
0	1493001002	YuJ_2015	subspecies	251
1	1494001001	YuJ_2015	subspecies	251
3	1494001002	YuJ_2015	subspecies	251
0	1495001001	YuJ_2015	subspecies	251
2	1495001002	YuJ_2015	subspecies	251
9	1498001004	YuJ_2015	subspecies	251
33	1499001001	YuJ_2015	subspecies	251
0	1500001001	YuJ_2015	subspecies	251
0	1501001001	YuJ_2015	subspecies	251
33	1502001001	YuJ_2015	subspecies	251
30	1506001001	YuJ_2015	subspecies	251
6	1506001002	YuJ_2015	subspecies	251
21	1508001001	YuJ_2015	subspecies	251
0	1510001001	YuJ_2015	subspecies	251
1	1514001001	YuJ_2015	subspecies	251
1	1519001001	YuJ_2015	subspecies	251
69	1520001001	YuJ_2015	subspecies	251
2	1522001001	YuJ_2015	subspecies	251
12	1529001001	YuJ_2015	subspecies	251
0	1530001001	YuJ_2015	subspecies	251
45	1532001002	YuJ_2015	subspecies	251
3	1536001001	YuJ_2015	subspecies	251
37	1537001001	YuJ_2015	subspecies	251
1	1554001002	YuJ_2015	subspecies	251
1	1554001003	YuJ_2015	subspecies	251
17	1557001001	YuJ_2015	subspecies	251
21	1557001002	YuJ_2015	subspecies	251
25	1560001002	YuJ_2015	subspecies	251
5	1564001001	YuJ_2015	subspecies	251
16	1565001001	YuJ_2015	subspecies	251
0	1568001002	YuJ_2015	subspecies	251
1	1570001002	YuJ_2015	subspecies	251
0	1571001001	YuJ_2015	subspecies	251
2	1571001002	YuJ_2015	subspecies	251
0	1573001001	YuJ_2015	subspecies	251
1	1575001001	YuJ_2015	subspecies	251
0	1580001002	YuJ_2015	subspecies	251
0	1589001001	YuJ_2015	subspecies	251
1	1590001002	YuJ_2015	subspecies	251
2	1591001001	YuJ_2015	subspecies	251
9	1592001001	YuJ_2015	subspecies	251
0	1593001001	YuJ_2015	subspecies	251
0	1596001001	YuJ_2015	subspecies	251
0	1602001001	YuJ_2015	subspecies	251
0	1609001001	YuJ_2015	subspecies	251
5	1612001001	YuJ_2015	subspecies	251
3	1612001002	YuJ_2015	subspecies	251
17	1622001002	YuJ_2015	subspecies	251
2	1625001001	YuJ_2015	subspecies	251
1	1630001001	YuJ_2015	subspecies	251
3	1631001001	YuJ_2015	subspecies	251
0	1634001001	YuJ_2015	subspecies	251
3	1635001001	YuJ_2015	subspecies	251
1	1641001001	YuJ_2015	subspecies	251
2	1643001001	YuJ_2015	subspecies	251
10	1649001001	YuJ_2015	subspecies	251
78	1652001001	YuJ_2015	subspecies	251
23	1660001001	YuJ_2015	subspecies	251
1	1662001002	YuJ_2015	subspecies	251
1	1663001001	YuJ_2015	subspecies	251
0	1667001001	YuJ_2015	subspecies	251
1	1671001002	YuJ_2015	subspecies	251
9	1674001001	YuJ_2015	subspecies	251
3	1674001002	YuJ_2015	subspecies	251
2	1679001001	YuJ_2015	subspecies	251
10	1680001001	YuJ_2015	subspecies	251
65	1681001001	YuJ_2015	subspecies	251
0	1697001001	YuJ_2015	subspecies	251
1	1698001001	YuJ_2015	subspecies	251
5	1703001001	YuJ_2015	subspecies	251
0	1703001002	YuJ_2015	subspecies	251
1	1707001001	YuJ_2015	subspecies	251
0	1707001002	YuJ_2015	subspecies	251
0	1708001002	YuJ_2015	subspecies	251
0	1711001003	YuJ_2015	subspecies	251
0	1714001001	YuJ_2015	subspecies	251
0	1714001002	YuJ_2015	subspecies	251
1	1718001001	YuJ_2015	subspecies	251
0	1722001003	YuJ_2015	subspecies	251
0	1727001001	YuJ_2015	subspecies	251
0	1733001001	YuJ_2015	subspecies	251
0	1736001001	YuJ_2015	subspecies	251
0	1737001001	YuJ_2015	subspecies	251
6	1744001001	YuJ_2015	subspecies	251
0	1749001001	YuJ_2015	subspecies	251
6	1749001003	YuJ_2015	subspecies	251
0	1749001005	YuJ_2015	subspecies	251
3	1750001001	YuJ_2015	subspecies	251
3	1752001001	YuJ_2015	subspecies	251
0	1758001001	YuJ_2015	subspecies	251
6	1759001003	YuJ_2015	subspecies	251
0	1760001001	YuJ_2015	subspecies	251
0	1769001001	YuJ_2015	subspecies	251
0	1776001001	YuJ_2015	subspecies	251
30	1778001003	YuJ_2015	subspecies	251
2	1779001001	YuJ_2015	subspecies	251
0	1780001001	YuJ_2015	subspecies	251
0	1782001001	YuJ_2015	subspecies	251
1	1784001002	YuJ_2015	subspecies	251
18	1793001001	YuJ_2015	subspecies	251
9	1793001002	YuJ_2015	subspecies	251
4	1794001001	YuJ_2015	subspecies	251
0	1795001001	YuJ_2015	subspecies	251
2	1796001001	YuJ_2015	subspecies	251
0	1801001001	YuJ_2015	subspecies	251
0	1802001001	YuJ_2015	subspecies	251
11	1804001001	YuJ_2015	subspecies	251
2	1809001001	YuJ_2015	subspecies	251
24	1812001001	YuJ_2015	subspecies	251
4	1814001001	YuJ_2015	subspecies	251
3	1817001001	YuJ_2015	subspecies	251
0	1819001001	YuJ_2015	subspecies	251
1	1821001001	YuJ_2015	subspecies	251
0	1825001002	YuJ_2015	subspecies	251
3	1829001001	YuJ_2015	subspecies	251
1	1837001001	YuJ_2015	subspecies	251
11	1839001001	YuJ_2015	subspecies	251
1	1841001001	YuJ_2015	subspecies	251
58	1843001001	YuJ_2015	subspecies	251
30	1844001001	YuJ_2015	subspecies	251
0	1846001001	YuJ_2015	subspecies	251
3	1849001001	YuJ_2015	subspecies	251
4	1855001001	YuJ_2015	subspecies	251
0	1864001002	YuJ_2015	subspecies	251
4	1869001001	YuJ_2015	subspecies	251
0	1870001001	YuJ_2015	subspecies	251
0	1871001001	YuJ_2015	subspecies	251
13	1875001001	YuJ_2015	subspecies	251
2	1875001002	YuJ_2015	subspecies	251
7	1877001001	YuJ_2015	subspecies	251
54	1878001001	YuJ_2015	subspecies	251
10	1880001001	YuJ_2015	subspecies	251
0	1901001001	YuJ_2015	subspecies	251
3	1903001001	YuJ_2015	subspecies	251
1	1905001001	YuJ_2015	subspecies	251
1	1907001001	YuJ_2015	subspecies	251
49	1908001002	YuJ_2015	subspecies	251
15	1908001003	YuJ_2015	subspecies	251
0	1910001001	YuJ_2015	subspecies	251
4	1914001001	YuJ_2015	subspecies	251
0	1914001002	YuJ_2015	subspecies	251
0	1918001002	YuJ_2015	subspecies	251
78	1923001001	YuJ_2015	subspecies	251
0	1924001001	YuJ_2015	subspecies	251
0	1933001001	YuJ_2015	subspecies	251
0	1939001001	YuJ_2015	subspecies	251
0	1945001001	YuJ_2015	subspecies	251
1	1950001001	YuJ_2015	subspecies	251
9	1953001001	YuJ_2015	subspecies	251
1	1959001001	YuJ_2015	subspecies	251
79	1961001001	YuJ_2015	subspecies	251
0	1976001002	YuJ_2015	subspecies	251
7	1987001002	YuJ_2015	subspecies	251
1	1993001001	YuJ_2015	subspecies	251
1	2000001001	YuJ_2015	subspecies	251
0	2001001001	YuJ_2015	subspecies	251
1	2002001001	YuJ_2015	subspecies	251
4	2009001001	YuJ_2015	subspecies	251
0	2022001001	YuJ_2015	subspecies	251
0	2031001002	YuJ_2015	subspecies	251
0	2040001001	YuJ_2015	subspecies	251
1	2044001001	YuJ_2015	subspecies	251
6	2050001004	YuJ_2015	subspecies	251
46	2069001001	YuJ_2015	subspecies	251
2	2075001001	YuJ_2015	subspecies	251
17	2077001001	YuJ_2015	subspecies	251
0	2082001002	YuJ_2015	subspecies	251
3	2086001001	YuJ_2015	subspecies	251
4	2087001001	YuJ_2015	subspecies	251
17	2089001004	YuJ_2015	subspecies	251
0	2091001001	YuJ_2015	subspecies	251
28	2102001001	YuJ_2015	subspecies	251
32	2105001001	YuJ_2015	subspecies	251
4	2107001001	YuJ_2015	subspecies	251
20	2108001001	YuJ_2015	subspecies	251
2	2110001002	YuJ_2015	subspecies	251
9	2110001003	YuJ_2015	subspecies	251
9	2116001001	YuJ_2015	subspecies	251
1	2149001001	YuJ_2015	subspecies	251
9	2150001001	YuJ_2015	subspecies	251
0	2163001002	YuJ_2015	subspecies	251
1	2165001001	YuJ_2015	subspecies	251
15	2184001001	YuJ_2015	subspecies	251
24	2185001001	YuJ_2015	subspecies	251
3	2193001001	YuJ_2015	subspecies	251
0	2201001001	YuJ_2015	subspecies	251
2	2212001001	YuJ_2015	subspecies	251
0	2214001001	YuJ_2015	subspecies	251
10	2218001001	YuJ_2015	subspecies	251
2	2222001001	YuJ_2015	subspecies	251
55	2229001001	YuJ_2015	subspecies	251
2	2234001001	YuJ_2015	subspecies	251
88	2239001001	YuJ_2015	subspecies	251
118	2239001002	YuJ_2015	subspecies	251
3	2241001001	YuJ_2015	subspecies	251
0	2249001001	YuJ_2015	subspecies	251
9	2273001001	YuJ_2015	subspecies	251
0	2276001001	YuJ_2015	subspecies	251
0	2291001003	YuJ_2015	subspecies	251
2	2297001001	YuJ_2015	subspecies	251
0	2312001002	YuJ_2015	subspecies	251
14	2321001001	YuJ_2015	subspecies	251
0	2325001001	YuJ_2015	subspecies	251
2	2327001002	YuJ_2015	subspecies	251
0	2327001003	YuJ_2015	subspecies	251
30	2330001001	YuJ_2015	subspecies	251
10	2337001001	YuJ_2015	subspecies	251
7	2386001001	YuJ_2015	subspecies	251
16	2390001001	YuJ_2015	subspecies	251
6	2390001002	YuJ_2015	subspecies	251
0	2390001003	YuJ_2015	subspecies	251
0	2392001001	YuJ_2015	subspecies	251
2	2394001001	YuJ_2015	subspecies	251
0	2402001001	YuJ_2015	subspecies	251
5	2414001001	YuJ_2015	subspecies	251
0	2421001001	YuJ_2015	subspecies	251
2	2426001001	YuJ_2015	subspecies	251
0	2440001001	YuJ_2015	subspecies	251
2	2449001001	YuJ_2015	subspecies	251
112	2455001001	YuJ_2015	subspecies	251
0	2456001001	YuJ_2015	subspecies	251
0	2457001001	YuJ_2015	subspecies	251
27	2496001001	YuJ_2015	subspecies	251
2	2497001002	YuJ_2015	subspecies	251
0	2499001001	YuJ_2015	subspecies	251
0	2499001002	YuJ_2015	subspecies	251
0	2501001001	YuJ_2015	subspecies	251
30	2501001002	YuJ_2015	subspecies	251
0	2508001001	YuJ_2015	subspecies	251
16	2519001001	YuJ_2015	subspecies	251
2	2519001002	YuJ_2015	subspecies	251
0	2526001001	YuJ_2015	subspecies	251
6	2536001001	YuJ_2015	subspecies	251
4	2546001001	YuJ_2015	subspecies	251
2	2569001001	YuJ_2015	subspecies	251
0	2610001001	YuJ_2015	subspecies	251
1	2624001002	YuJ_2015	subspecies	251
0	2626001003	YuJ_2015	subspecies	251
0	2629001001	YuJ_2015	subspecies	251
3	2629001002	YuJ_2015	subspecies	251
4	2632001001	YuJ_2015	subspecies	251
0	2632001002	YuJ_2015	subspecies	251
3	2657001001	YuJ_2015	subspecies	251
0	2658001001	YuJ_2015	subspecies	251
0	2683001001	YuJ_2015	subspecies	251
1	2684001001	YuJ_2015	subspecies	251
4	2685001001	YuJ_2015	subspecies	251
0	2688001001	YuJ_2015	subspecies	251
5	2705001001	YuJ_2015	subspecies	251
131	2738001001	YuJ_2015	subspecies	251
5	2756001002	YuJ_2015	subspecies	251
5	2759001001	YuJ_2015	subspecies	251
13	2764001001	YuJ_2015	subspecies	251
12	2766001001	YuJ_2015	subspecies	251
12	2782001001	YuJ_2015	subspecies	251
0	2785001002	YuJ_2015	subspecies	251
0	2787001001	YuJ_2015	subspecies	251
0	2792001001	YuJ_2015	subspecies	251
117	2795001001	YuJ_2015	subspecies	251
5	2802001001	YuJ_2015	subspecies	251
0	2804001001	YuJ_2015	subspecies	251
0	2819001001	YuJ_2015	subspecies	251
0	2848001001	YuJ_2015	subspecies	251
0	2855001002	YuJ_2015	subspecies	251
0	2856001001	YuJ_2015	subspecies	251
2	2897001001	YuJ_2015	subspecies	251
1	2902001001	YuJ_2015	subspecies	251
1	2913001002	YuJ_2015	subspecies	251
9	2919001001	YuJ_2015	subspecies	251
0	2939001001	YuJ_2015	subspecies	251
0	2942001001	YuJ_2015	subspecies	251
8	2981001002	YuJ_2015	subspecies	251
0	2994001002	YuJ_2015	subspecies	251
5	3018001001	YuJ_2015	subspecies	251
11	3019001001	YuJ_2015	subspecies	251
0	3028001001	YuJ_2015	subspecies	251
0	3062001001	YuJ_2015	subspecies	251
0	3080001001	YuJ_2015	subspecies	251
1	3083001001	YuJ_2015	subspecies	251
0	3108001001	YuJ_2015	subspecies	251
5	3131001001	YuJ_2015	subspecies	251
8	3174001001	YuJ_2015	subspecies	251
0	3224001001	YuJ_2015	subspecies	251
1	3259001001	YuJ_2015	subspecies	251
7	3274001002	YuJ_2015	subspecies	251
1	3278001001	YuJ_2015	subspecies	251
0	3301001001	YuJ_2015	subspecies	251
0	3357001001	YuJ_2015	subspecies	251
1	3406001001	YuJ_2015	subspecies	251
7	3415001002	YuJ_2015	subspecies	251
0	3576001001	YuJ_2015	subspecies	251
0	3610001001	YuJ_2015	subspecies	251
0	3689001001	YuJ_2015	subspecies	251
266	3712001001	YuJ_2015	subspecies	251
0	3806001002	YuJ_2015	subspecies	251
22	3919001001	YuJ_2015	subspecies	251
7	4055001002	YuJ_2015	subspecies	251
13	4065001001	YuJ_2015	subspecies	251
4	4088001001	YuJ_2015	subspecies	251
0	4112001001	YuJ_2015	subspecies	251
0	4193001001	YuJ_2015	subspecies	251
6	4587001001	YuJ_2015	subspecies	251
3	4664001002	YuJ_2015	subspecies	251
2	0001001001	YuJ_2015	subspecies	598
28	0001001002	YuJ_2015	subspecies	598
43	0001001005	YuJ_2015	subspecies	598
0	0002001001	YuJ_2015	subspecies	598
8	0002001003	YuJ_2015	subspecies	598
5	0002001005	YuJ_2015	subspecies	598
44	0002001008	YuJ_2015	subspecies	598
13	0002001009	YuJ_2015	subspecies	598
0	0002001010	YuJ_2015	subspecies	598
1	0002001013	YuJ_2015	subspecies	598
4	0003001002	YuJ_2015	subspecies	598
32	0003001003	YuJ_2015	subspecies	598
9	0004001001	YuJ_2015	subspecies	598
7	0004001002	YuJ_2015	subspecies	598
2	0004001004	YuJ_2015	subspecies	598
5	0005001001	YuJ_2015	subspecies	598
2	0005001002	YuJ_2015	subspecies	598
10	0006001001	YuJ_2015	subspecies	598
0	0006001002	YuJ_2015	subspecies	598
10	0006001004	YuJ_2015	subspecies	598
0	0006001007	YuJ_2015	subspecies	598
23	0006001008	YuJ_2015	subspecies	598
5	0008001001	YuJ_2015	subspecies	598
2	0009001001	YuJ_2015	subspecies	598
13	0009001002	YuJ_2015	subspecies	598
0	0011001001	YuJ_2015	subspecies	598
11	0011001005	YuJ_2015	subspecies	598
7	0013001001	YuJ_2015	subspecies	598
5	0013001002	YuJ_2015	subspecies	598
3	0013001003	YuJ_2015	subspecies	598
23	0014001001	YuJ_2015	subspecies	598
5	0018001001	YuJ_2015	subspecies	598
0	0018001002	YuJ_2015	subspecies	598
3	0018001003	YuJ_2015	subspecies	598
13	0018001004	YuJ_2015	subspecies	598
0	0019001001	YuJ_2015	subspecies	598
4	0020001001	YuJ_2015	subspecies	598
1	0020001003	YuJ_2015	subspecies	598
1	0020001006	YuJ_2015	subspecies	598
18	0023001001	YuJ_2015	subspecies	598
17	0023001002	YuJ_2015	subspecies	598
2	0024001003	YuJ_2015	subspecies	598
6	0024001004	YuJ_2015	subspecies	598
30	0024001015	YuJ_2015	subspecies	598
3	0027001001	YuJ_2015	subspecies	598
0	0027001003	YuJ_2015	subspecies	598
5	0029001001	YuJ_2015	subspecies	598
21	0030001003	YuJ_2015	subspecies	598
1	0030001004	YuJ_2015	subspecies	598
1	0030001006	YuJ_2015	subspecies	598
21	0030001007	YuJ_2015	subspecies	598
52	0030001009	YuJ_2015	subspecies	598
2	0030001010	YuJ_2015	subspecies	598
46	0030001011	YuJ_2015	subspecies	598
5	0031001001	YuJ_2015	subspecies	598
3	0031001002	YuJ_2015	subspecies	598
0	0031001003	YuJ_2015	subspecies	598
2	0033001001	YuJ_2015	subspecies	598
6	0033001002	YuJ_2015	subspecies	598
4	0033001004	YuJ_2015	subspecies	598
58	0035001002	YuJ_2015	subspecies	598
0	0036001001	YuJ_2015	subspecies	598
3	0036001002	YuJ_2015	subspecies	598
1	0036001004	YuJ_2015	subspecies	598
14	0036001005	YuJ_2015	subspecies	598
4	0037001001	YuJ_2015	subspecies	598
25	0037001003	YuJ_2015	subspecies	598
13	0038001001	YuJ_2015	subspecies	598
0	0038001002	YuJ_2015	subspecies	598
0	0038001003	YuJ_2015	subspecies	598
0	0040001001	YuJ_2015	subspecies	598
9	0040001002	YuJ_2015	subspecies	598
10	0040001003	YuJ_2015	subspecies	598
0	0041001001	YuJ_2015	subspecies	598
9	0044001002	YuJ_2015	subspecies	598
3	0045001001	YuJ_2015	subspecies	598
45	0045001002	YuJ_2015	subspecies	598
5	0045001003	YuJ_2015	subspecies	598
0	0045001004	YuJ_2015	subspecies	598
1	0046001001	YuJ_2015	subspecies	598
2	0046001002	YuJ_2015	subspecies	598
17	0046001003	YuJ_2015	subspecies	598
2	0046001004	YuJ_2015	subspecies	598
26	0047001001	YuJ_2015	subspecies	598
5	0050001001	YuJ_2015	subspecies	598
1	0051001001	YuJ_2015	subspecies	598
5	0051001002	YuJ_2015	subspecies	598
129	0052001001	YuJ_2015	subspecies	598
3	0052001002	YuJ_2015	subspecies	598
10	0053001001	YuJ_2015	subspecies	598
9	0053001002	YuJ_2015	subspecies	598
9	0055001001	YuJ_2015	subspecies	598
2	0055001003	YuJ_2015	subspecies	598
8	0056001001	YuJ_2015	subspecies	598
7	0056001002	YuJ_2015	subspecies	598
13	0057001001	YuJ_2015	subspecies	598
31	0057001002	YuJ_2015	subspecies	598
2	0057001003	YuJ_2015	subspecies	598
3	0057001004	YuJ_2015	subspecies	598
1	0058001002	YuJ_2015	subspecies	598
0	0062001001	YuJ_2015	subspecies	598
0	0062001002	YuJ_2015	subspecies	598
10	0062001003	YuJ_2015	subspecies	598
3	0064001001	YuJ_2015	subspecies	598
13	0065001001	YuJ_2015	subspecies	598
1	0065001005	YuJ_2015	subspecies	598
2	0066001001	YuJ_2015	subspecies	598
12	0066001002	YuJ_2015	subspecies	598
3	0067001001	YuJ_2015	subspecies	598
3	0068001001	YuJ_2015	subspecies	598
5	0068001002	YuJ_2015	subspecies	598
1	0068001003	YuJ_2015	subspecies	598
28	0071001003	YuJ_2015	subspecies	598
1	0072001002	YuJ_2015	subspecies	598
6	0072001003	YuJ_2015	subspecies	598
0	0072001004	YuJ_2015	subspecies	598
11	0073001003	YuJ_2015	subspecies	598
5	0076001001	YuJ_2015	subspecies	598
27	0076001004	YuJ_2015	subspecies	598
0	0079001001	YuJ_2015	subspecies	598
0	0079001002	YuJ_2015	subspecies	598
0	0079001003	YuJ_2015	subspecies	598
0	0083001001	YuJ_2015	subspecies	598
0	0083001002	YuJ_2015	subspecies	598
2	0084001001	YuJ_2015	subspecies	598
8	0084001002	YuJ_2015	subspecies	598
31	0084001003	YuJ_2015	subspecies	598
0	0084001005	YuJ_2015	subspecies	598
3	0085001001	YuJ_2015	subspecies	598
1	0086001001	YuJ_2015	subspecies	598
5	0086001002	YuJ_2015	subspecies	598
39	0088001001	YuJ_2015	subspecies	598
4	0088001003	YuJ_2015	subspecies	598
22	0088001004	YuJ_2015	subspecies	598
0	0088001005	YuJ_2015	subspecies	598
19	0089001002	YuJ_2015	subspecies	598
0	0089001003	YuJ_2015	subspecies	598
19	0092001002	YuJ_2015	subspecies	598
10	0093001002	YuJ_2015	subspecies	598
16	0093001003	YuJ_2015	subspecies	598
8	0095001001	YuJ_2015	subspecies	598
39	0095001002	YuJ_2015	subspecies	598
1	0095001005	YuJ_2015	subspecies	598
5	0097001001	YuJ_2015	subspecies	598
3	0097001002	YuJ_2015	subspecies	598
13	0099001001	YuJ_2015	subspecies	598
1	0101001001	YuJ_2015	subspecies	598
0	0101001003	YuJ_2015	subspecies	598
13	0102001002	YuJ_2015	subspecies	598
4	0103001001	YuJ_2015	subspecies	598
12	0103001002	YuJ_2015	subspecies	598
10	0103001003	YuJ_2015	subspecies	598
5	0104001001	YuJ_2015	subspecies	598
0	0104001002	YuJ_2015	subspecies	598
23	0105001001	YuJ_2015	subspecies	598
69	0105001002	YuJ_2015	subspecies	598
58	0107001003	YuJ_2015	subspecies	598
7	0108001002	YuJ_2015	subspecies	598
4	0109001001	YuJ_2015	subspecies	598
6	0109001002	YuJ_2015	subspecies	598
0	0110001001	YuJ_2015	subspecies	598
1	0110001002	YuJ_2015	subspecies	598
40	0110001004	YuJ_2015	subspecies	598
20	0111001001	YuJ_2015	subspecies	598
3	0111001002	YuJ_2015	subspecies	598
4	0113001001	YuJ_2015	subspecies	598
2	0113001002	YuJ_2015	subspecies	598
3	0113001003	YuJ_2015	subspecies	598
8	0115001001	YuJ_2015	subspecies	598
47	0115001002	YuJ_2015	subspecies	598
39	0115001003	YuJ_2015	subspecies	598
10	0116001001	YuJ_2015	subspecies	598
6	0117001001	YuJ_2015	subspecies	598
0	0119001001	YuJ_2015	subspecies	598
2	0120001002	YuJ_2015	subspecies	598
9	0120001003	YuJ_2015	subspecies	598
14	0121001001	YuJ_2015	subspecies	598
27	0121001002	YuJ_2015	subspecies	598
0	0122001001	YuJ_2015	subspecies	598
4	0122001002	YuJ_2015	subspecies	598
1	0122001003	YuJ_2015	subspecies	598
16	0124001001	YuJ_2015	subspecies	598
107	0125001001	YuJ_2015	subspecies	598
22	0125001002	YuJ_2015	subspecies	598
0	0127001001	YuJ_2015	subspecies	598
0	0127001002	YuJ_2015	subspecies	598
0	0128001001	YuJ_2015	subspecies	598
7	0128001002	YuJ_2015	subspecies	598
15	0130001001	YuJ_2015	subspecies	598
7	0130001002	YuJ_2015	subspecies	598
15	0130001003	YuJ_2015	subspecies	598
2	0131001001	YuJ_2015	subspecies	598
0	0132001001	YuJ_2015	subspecies	598
5	0132001002	YuJ_2015	subspecies	598
6	0132001008	YuJ_2015	subspecies	598
8	0133001001	YuJ_2015	subspecies	598
4	0134001001	YuJ_2015	subspecies	598
0	0134001002	YuJ_2015	subspecies	598
120	0134001003	YuJ_2015	subspecies	598
0	0135001001	YuJ_2015	subspecies	598
2	0136001001	YuJ_2015	subspecies	598
81	0136001002	YuJ_2015	subspecies	598
3	0136001004	YuJ_2015	subspecies	598
1	0139001001	YuJ_2015	subspecies	598
3	0139001003	YuJ_2015	subspecies	598
3	0139001004	YuJ_2015	subspecies	598
1	0140001001	YuJ_2015	subspecies	598
9	0141001001	YuJ_2015	subspecies	598
10	0143001001	YuJ_2015	subspecies	598
2	0144001001	YuJ_2015	subspecies	598
34	0144001003	YuJ_2015	subspecies	598
0	0146001001	YuJ_2015	subspecies	598
21	0146001002	YuJ_2015	subspecies	598
9	0148001001	YuJ_2015	subspecies	598
